λ 5,I 5,λ 4,I 4,no λ 4,no I 4,λ 3,I 3,λ 2,I 2,λ 1,I 1,λ 0.8,I 0.8,λ 0.6,I 0.6,λ 0.4,I 0.4,λ 0.2,I 0.2,λ 0.1,I 0.1,σ I 5,σ I 4,σ I 3,σ I 2,σ I 1,σ I 0.8,σ I 0.6,σ I 0.4,σ I 0.2,σ I 0.1
622.9400024,87.04611969,622.9400024,74.86453247,622.9400024,86.77861786,622.9400024,63.76723862,622.9400024,42.62864685,622.9400024,20.28368187,622.9400024,14.39418411,622.9400024,9.827185631,622.9400024,4.452670097,622.9400024,1.651012778,622.9400024,0.9797536731,,,,,,,,,,
623.9699707,81.61956787,623.9699707,71.64050293,623.9699707,82.45159912,623.9699707,60.30318451,623.9699707,40.55356598,623.9699707,19.09574127,623.9699707,13.84168243,623.9699707,9.603813171,623.9699707,4.19197607,623.9699707,1.532309055,623.9699707,0.9251021147,,,,,,,,,,
624.8499756,79.42389679,624.8499756,68.42523193,624.8499756,78.86894226,624.8499756,57.8412323,624.8499756,39.20235062,624.8499756,18.33713913,624.8499756,13.24152184,624.8499756,9.122508049,624.8499756,4.089979649,624.8499756,1.465154409,624.8499756,0.8925518394,,,,,,,,,,
625.8800049,75.05578613,625.8800049,65.13401031,625.8800049,75.65961456,625.8800049,55.44256592,625.8800049,37.19353485,625.8800049,17.62695694,625.8800049,12.53694344,625.8800049,8.713886261,625.8800049,3.93551302,625.8800049,1.458060265,625.8800049,0.8043835759,,,,,,,,,,
626.9099731,72.68179321,626.9099731,62.2063942,626.9099731,71.41783905,626.9099731,52.92512894,626.9099731,35.57145691,626.9099731,16.72400856,626.9099731,12.00430679,626.9099731,8.172803879,626.9099731,3.719352722,626.9099731,1.438848853,626.9099731,0.8268524408,,,,,,,,,,
627.9400024,68.93893433,627.9400024,59.53627777,627.9400024,68.27209473,627.9400024,50.25841904,627.9400024,33.87275696,627.9400024,16.0863533,627.9400024,11.39625549,627.9400024,7.925929546,627.9400024,3.552366734,627.9400024,1.315012813,627.9400024,0.8072249293,,,,,,,,,,
628.9699707,65.62756348,628.9699707,56.99174118,628.9699707,66.23594666,628.9699707,48.08151245,628.9699707,32.35958862,628.9699707,15.42724037,628.9699707,10.8887949,628.9699707,7.487421513,628.9699707,3.305557013,628.9699707,1.286328316,628.9699707,0.7338245511,,,,,,,,,,
629.8499756,63.20615005,629.8499756,54.22107697,629.8499756,63.52558899,629.8499756,46.33061218,629.8499756,30.72903061,629.8499756,14.6631794,629.8499756,10.57636833,629.8499756,7.109281063,629.8499756,3.268277884,629.8499756,1.158872485,629.8499756,0.7211180329,,,,,,,,,,
630.8599854,59.75509262,630.8599854,52.19124985,630.8599854,59.89856339,630.8599854,43.58903122,630.8599854,29.65397835,630.8599854,13.96761894,630.8599854,10.05720901,630.8599854,6.791293144,630.8599854,3.134758472,630.8599854,1.133997798,630.8599854,0.6995453238,,,,,,,,,,
631.8800049,56.81824875,631.8800049,49.16542816,631.8800049,56.7051506,631.8800049,41.81486893,631.8800049,28.05399704,631.8800049,13.40686417,631.8800049,9.630397797,631.8800049,6.443058968,631.8800049,2.943861723,631.8800049,1.073359728,631.8800049,0.6302594543,,,,,,,,,,
632.8900146,54.57756042,632.8900146,46.8475914,632.8900146,54.01795578,632.8900146,39.64474487,632.8900146,26.65067291,632.8900146,12.66583729,632.8900146,9.121837616,632.8900146,6.258162498,632.8900146,2.798991442,632.8900146,1.060355902,632.8900146,0.6148945093,,,,,,,,,,
633.9099731,51.76102829,633.9099731,44.75133133,633.9099731,51.59577179,633.9099731,37.97915268,633.9099731,25.33754921,633.9099731,12.12641811,633.9099731,8.79361248,633.9099731,5.85960722,633.9099731,2.652158737,633.9099731,0.9952370524,633.9099731,0.5837779641,,,,,,,,,,
634.9199829,49.44732666,634.9199829,42.87200928,634.9199829,49.43990326,634.9199829,36.04879379,634.9199829,24.34996033,634.9199829,11.50793839,634.9199829,8.279267311,634.9199829,5.682500839,634.9199829,2.463962317,634.9199829,0.9951192141,634.9199829,0.5679963827,,,,,,,,,,
635.9400024,47.82943726,635.9400024,40.94207764,635.9400024,47.22857666,635.9400024,34.15449905,635.9400024,23.3108139,635.9400024,11.02786827,635.9400024,7.944347382,635.9400024,5.463490009,635.9400024,2.460097551,635.9400024,0.9404174089,635.9400024,0.5518862009,,,,,,,,,,
636.9500122,45.23282623,636.9500122,39.04987335,636.9500122,44.93975449,636.9500122,32.93463135,636.9500122,22.27522659,636.9500122,10.60995579,636.9500122,7.579213619,636.9500122,5.213044643,636.9500122,2.317925453,636.9500122,0.9144676328,636.9500122,0.5027802587,,,,,,,,,,
637.9699707,43.23190689,637.9699707,36.9886322,637.9699707,43.10517502,637.9699707,31.74292755,637.9699707,21.30468369,637.9699707,10.14306641,637.9699707,7.195851803,637.9699707,4.919084072,637.9699707,2.211227894,637.9699707,0.8327279687,637.9699707,0.5555105805,,,,,,,,,,
638.8400269,41.88312912,638.8400269,36.15578079,638.8400269,41.39746094,638.8400269,30.7908268,638.8400269,20.6204071,638.8400269,9.706834793,638.8400269,7.061201096,638.8400269,4.778232098,638.8400269,2.10165453,638.8400269,0.8219923377,638.8400269,0.4980546534,,,,,,,,,,
639.8499756,39.60697937,639.8499756,34.44878387,639.8499756,39.51677704,639.8499756,29.14697647,639.8499756,19.59380341,639.8499756,9.309523582,639.8499756,6.753132343,639.8499756,4.489049435,639.8499756,2.023841381,639.8499756,0.8258039355,639.8499756,0.4654878378,,,,,,,,,,
640.8599854,37.98764801,640.8599854,33.00125504,640.8599854,37.77067947,640.8599854,27.47471809,640.8599854,18.73888016,640.8599854,8.828954697,640.8599854,6.345804691,640.8599854,4.320309639,640.8599854,1.985135078,640.8599854,0.7149749398,640.8599854,0.4490581453,,,,,,,,,,
641.8800049,36.59330368,641.8800049,31.30558968,641.8800049,36.13002396,641.8800049,26.41237068,641.8800049,17.85460091,641.8800049,8.522861481,641.8800049,6.133411884,641.8800049,4.120565891,641.8800049,1.908140063,641.8800049,0.6972806454,641.8800049,0.4354806244,,,,,,,,,,
642.8900146,34.73923492,642.8900146,30.19209862,642.8900146,35.07812119,642.8900146,25.49453545,642.8900146,17.22710228,642.8900146,8.216941833,642.8900146,5.785971642,642.8900146,4.065040588,642.8900146,1.791119576,642.8900146,0.6846036911,642.8900146,0.4865153134,,,,,,,,,,
643.9099731,33.31792068,643.9099731,28.55781937,643.9099731,33.25449753,643.9099731,24.3739624,643.9099731,16.33069992,643.9099731,7.84508419,643.9099731,5.597853184,643.9099731,3.76267314,643.9099731,1.669279337,643.9099731,0.721321702,643.9099731,0.4047522545,,,,,,,,,,
644.9199829,31.91432762,644.9199829,27.58566093,644.9199829,31.79504395,644.9199829,22.96895027,644.9199829,15.77701092,644.9199829,7.476624489,644.9199829,5.307928085,644.9199829,3.643664122,644.9199829,1.645373106,644.9199829,0.6820180416,644.9199829,0.3571784198,,,,,,,,,,
645.9400024,30.6023159,645.9400024,26.04624367,645.9400024,30.58416176,645.9400024,22.21831512,645.9400024,15.00968838,645.9400024,7.131896496,645.9400024,5.036960602,645.9400024,3.485931873,645.9400024,1.597031355,645.9400024,0.563370347,645.9400024,0.3359462321,,,,,,,,,,
646.9500122,29.31155396,646.9500122,25.12643623,646.9500122,29.01930046,646.9500122,21.18713951,646.9500122,14.26579285,646.9500122,6.687994003,646.9500122,4.88363266,646.9500122,3.315377474,646.9500122,1.589167237,646.9500122,0.5559933782,646.9500122,0.3510086834,,,,,,,,,,
647.9699707,28.12476158,647.9699707,23.94628143,647.9699707,27.98438644,647.9699707,20.06125832,647.9699707,13.71419144,647.9699707,6.486355782,647.9699707,4.719029427,647.9699707,3.173567295,647.9699707,1.429972649,647.9699707,0.5638770461,647.9699707,0.3781818151,,,,,,,,,,
648.8400269,26.90256119,648.8400269,23.19493294,648.8400269,27.16779709,648.8400269,19.7905159,648.8400269,13.4491272,648.8400269,6.252158165,648.8400269,4.602462292,648.8400269,3.138166904,648.8400269,1.41701138,648.8400269,0.5456614494,648.8400269,0.3338072002,,,,,,,,,,
649.8499756,26.20303535,649.8499756,22.34712219,649.8499756,25.56173325,649.8499756,18.6756897,649.8499756,12.78538799,649.8499756,6.142105579,649.8499756,4.334819317,649.8499756,2.955355644,649.8499756,1.345402598,649.8499756,0.519533217,649.8499756,0.3663664162,,,,,,,,,,
650.8599854,24.81126976,650.8599854,21.32573891,650.8599854,24.53995132,650.8599854,18.06960106,650.8599854,12.15935898,650.8599854,5.794476032,650.8599854,4.134296417,650.8599854,2.907011986,650.8599854,1.283329248,650.8599854,0.4974349141,650.8599854,0.2988606691,,,,,,,,,,
