λ 5,I 5,λ 4,I 4,no λ 4,no I 4,λ 3,I 3,λ 2,I 2,λ 1,I 1,λ 0.8,I 0.8,λ 0.6,I 0.6,λ 0.4,I 0.4,λ 0.2,I 0.2,λ 0.1,I 0.1,σ I 5,σ I 4,σ I 3,σ I 2,σ I 1,σ I 0.8,σ I 0.6,σ I 0.4,σ I 0.2,σ I 0.1
560.8900146,839.4666748,560.8900146,732.7371216,560.8900146,850.7446289,560.8900146,626.8596191,560.8900146,428.8818665,560.8900146,204.5591431,560.8900146,146.5858459,560.8900146,100.2856522,560.8900146,44.38778305,560.8900146,16.5452919,560.8900146,9.544343948,,,,,,,,,,
561.9400024,835.3366089,561.9400024,714.4468384,561.9400024,831.2068481,561.9400024,609.2293091,561.9400024,415.7120361,561.9400024,200.9118347,561.9400024,140.9394836,561.9400024,97.55375671,561.9400024,43.35670853,561.9400024,15.88858891,561.9400024,9.334799767,,,,,,,,,,
562.8300171,806.2876587,562.8300171,699.2255249,562.8300171,806.1743164,562.8300171,597.0914917,562.8300171,406.795105,562.8300171,192.2286224,562.8300171,138.2210693,562.8300171,94.51251221,562.8300171,42.50115204,562.8300171,15.43782234,562.8300171,9.012295723,,,,,,,,,,
563.8800049,781.8192749,563.8800049,676.7431641,563.8800049,780.4490356,563.8800049,577.7692261,563.8800049,392.4756165,563.8800049,188.4834595,563.8800049,133.1712036,563.8800049,92.10471344,563.8800049,40.64395142,563.8800049,14.76904869,563.8800049,8.608430862,,,,,,,,,,
564.9199829,755.6027222,564.9199829,651.6774902,564.9199829,753.3886719,564.9199829,558.4900513,564.9199829,377.7058716,564.9199829,180.9520416,564.9199829,129.7838593,564.9199829,88.66200256,564.9199829,39.47360992,564.9199829,14.35460567,564.9199829,8.400182724,,,,,,,,,,
565.9699707,727.4649048,565.9699707,624.7176514,565.9699707,726.1914063,565.9699707,533.3756104,565.9699707,364.4418945,565.9699707,174.5986786,565.9699707,123.7790222,565.9699707,85.06330872,565.9699707,37.92794418,565.9699707,13.86175537,565.9699707,8.013997078,,,,,,,,,,
566.8599854,703.7779541,566.8599854,607.3040771,566.8599854,701.0222168,566.8599854,516.34375,566.8599854,352.9498901,566.8599854,168.9192657,566.8599854,119.3227844,566.8599854,82.07554626,566.8599854,36.73536301,566.8599854,13.35959816,566.8599854,7.836464882,,,,,,,,,,
567.9099731,679.8505249,567.9099731,587.3808594,567.9099731,685.8713989,567.9099731,501.3388977,567.9099731,341.4315796,567.9099731,161.3265381,567.9099731,114.6008759,567.9099731,79.23252106,567.9099731,35.22880173,567.9099731,12.79887772,567.9099731,7.364791393,,,,,,,,,,
568.9500122,664.324585,568.9500122,565.1364746,568.9500122,646.2496338,568.9500122,478.9463196,568.9500122,326.6520691,568.9500122,154.6881256,568.9500122,110.5372543,568.9500122,76.44192505,568.9500122,33.88570786,568.9500122,12.30040073,568.9500122,7.165337086,,,,,,,,,,
569.8499756,634.9232178,569.8499756,547.6220093,569.8499756,628.9240723,569.8499756,458.1319885,569.8499756,314.7880554,569.8499756,149.509201,569.8499756,106.3499146,569.8499756,72.71387482,569.8499756,32.80348206,569.8499756,12.04316425,569.8499756,6.87065649,,,,,,,,,,
570.8800049,606.9346924,570.8800049,523.6565552,570.8800049,602.9515381,570.8800049,445.0933228,570.8800049,303.4733582,570.8800049,142.9955292,570.8800049,101.5815277,570.8800049,69.85331726,570.8800049,31.16012573,570.8800049,11.55592823,570.8800049,6.682245255,,,,,,,,,,
571.9099731,578.1308594,571.9099731,503.29776,571.9099731,579.0559692,571.9099731,426.2922363,571.9099731,288.3218994,571.9099731,137.8373718,571.9099731,96.74127197,571.9099731,66.81834412,571.9099731,29.97171021,571.9099731,11.08539963,571.9099731,6.514396667,,,,,,,,,,
572.9400024,559.0154419,572.9400024,481.9064636,572.9400024,548.6010742,572.9400024,412.6565552,572.9400024,278.6394043,572.9400024,130.0227356,572.9400024,94.69433594,572.9400024,64.48006439,572.9400024,28.70067406,572.9400024,10.704772,572.9400024,6.126948833,,,,,,,,,,
573.9699707,534.2316895,573.9699707,460.8918457,573.9699707,535.4082031,573.9699707,392.7469177,573.9699707,266.4818115,573.9699707,125.4116898,573.9699707,89.53485107,573.9699707,61.53217697,573.9699707,27.54812813,573.9699707,10.22839355,573.9699707,5.882456303,,,,,,,,,,
574.8499756,520.645752,574.8499756,446.1684265,574.8499756,514.0942993,574.8499756,379.502655,574.8499756,254.8921356,574.8499756,121.431076,574.8499756,86.5891571,574.8499756,59.73417282,574.8499756,26.73198128,574.8499756,9.696793556,574.8499756,5.651130199,,,,,,,,,,
575.8800049,494.6977539,575.8800049,429.0890198,575.8800049,498.0180969,575.8800049,359.0628967,575.8800049,245.190567,575.8800049,117.1373978,575.8800049,83.02450562,575.8800049,57.21961975,575.8800049,25.34841537,575.8800049,9.337224007,575.8800049,5.341045856,,,,,,,,,,
576.9099731,473.8648376,576.9099731,409.4224243,576.9099731,471.725647,576.9099731,346.754364,576.9099731,234.5115509,576.9099731,112.0262146,576.9099731,79.89241791,576.9099731,54.40966034,576.9099731,24.68096161,576.9099731,9.115303993,576.9099731,5.24298811,,,,,,,,,,
577.9400024,457.2172546,577.9400024,391.159729,577.9400024,455.2705383,577.9400024,334.1218872,577.9400024,225.5056152,577.9400024,107.3194199,577.9400024,76.26860809,577.9400024,52.52070999,577.9400024,23.79922485,577.9400024,8.634011269,577.9400024,4.982934475,,,,,,,,,,
578.9699707,438.2985229,578.9699707,377.84021,578.9699707,439.1110229,578.9699707,322.1868286,578.9699707,217.8455048,578.9699707,102.8698425,578.9699707,73.36131287,578.9699707,49.97102356,578.9699707,22.21368217,578.9699707,8.296278954,578.9699707,4.684452534,,,,,,,,,,
579.8499756,425.8919373,579.8499756,364.4925537,579.8499756,420.3721008,579.8499756,308.485199,579.8499756,207.7317657,579.8499756,98.78018188,579.8499756,70.58559418,579.8499756,48.70432281,579.8499756,21.59798241,579.8499756,7.994635105,579.8499756,4.650225163,,,,,,,,,,
580.8900146,407.1089478,580.8900146,350.3491211,580.8900146,403.9521179,580.8900146,300.1465149,580.8900146,200.7009277,580.8900146,95.26335907,580.8900146,67.52870178,580.8900146,47.12972641,580.8900146,20.83658028,580.8900146,7.57428503,580.8900146,4.357130527,,,,,,,,,,
581.9400024,390.2014771,581.9400024,336.3175354,581.9400024,388.5839539,581.9400024,286.4622498,581.9400024,193.4819946,581.9400024,91.89635468,581.9400024,64.95414734,581.9400024,44.8413887,581.9400024,20.18182564,581.9400024,7.327023506,581.9400024,4.277880192,,,,,,,,,,
582.8300171,381.184082,582.8300171,325.7832947,582.8300171,377.440094,582.8300171,276.4289551,582.8300171,186.7481689,582.8300171,88.21044159,582.8300171,63.09436417,582.8300171,43.18653488,582.8300171,19.44007874,582.8300171,7.160953522,582.8300171,4.062928677,,,,,,,,,,
583.8800049,364.9563904,583.8800049,313.991272,583.8800049,362.2141724,583.8800049,267.1118774,583.8800049,180.8299408,583.8800049,84.30673218,583.8800049,60.71541595,583.8800049,41.80978012,583.8800049,18.42705345,583.8800049,6.925848484,583.8800049,4.003272533,,,,,,,,,,
584.9199829,350.2992249,584.9199829,303.7069092,584.9199829,349.813446,584.9199829,257.5680542,584.9199829,174.4053497,584.9199829,82.69397736,584.9199829,58.45478439,584.9199829,40.30870438,584.9199829,17.94557762,584.9199829,6.614854813,584.9199829,3.863224506,,,,,,,,,,
585.9699707,339.3749695,585.9699707,293.1875916,585.9699707,338.9011841,585.9699707,248.4515228,585.9699707,166.6774139,585.9699707,79.67497253,585.9699707,56.4681778,585.9699707,38.90156174,585.9699707,17.45150566,585.9699707,6.33531332,585.9699707,3.706423044,,,,,,,,,,
586.8599854,330.6815491,586.8599854,284.9405823,586.8599854,330.6030579,586.8599854,241.8053894,586.8599854,162.4270172,586.8599854,77.15225983,586.8599854,55.20688629,586.8599854,37.77550125,586.8599854,16.96187973,586.8599854,6.315386772,586.8599854,3.625300169,,,,,,,,,,
587.9099731,318.7219849,587.9099731,274.0153503,587.9099731,318.9512939,587.9099731,233.6949921,587.9099731,157.6838684,587.9099731,74.70977783,587.9099731,53.00028229,587.9099731,36.93263626,587.9099731,16.24157524,587.9099731,6.048274994,587.9099731,3.486490488,,,,,,,,,,
588.9500122,309.8276367,588.9500122,266.5544739,588.9500122,307.8181458,588.9500122,226.7587891,588.9500122,152.4485321,588.9500122,72.5424118,588.9500122,51.70558167,588.9500122,35.42568207,588.9500122,15.84632492,588.9500122,5.840702057,588.9500122,3.372661591,,,,,,,,,,
589.8499756,299.2529297,589.8499756,256.9534302,589.8499756,298.8349304,589.8499756,219.7254486,589.8499756,147.5485535,589.8499756,70.06995392,589.8499756,49.4953537,589.8499756,34.16853714,589.8499756,15.47227383,589.8499756,5.69633007,589.8499756,3.330766678,,,,,,,,,,
590.8800049,291.0171204,590.8800049,250.487442,590.8800049,292.883728,590.8800049,211.8551483,590.8800049,142.9646149,590.8800049,68.01447296,590.8800049,48.51961899,590.8800049,33.10319901,590.8800049,14.84051323,590.8800049,5.433351517,590.8800049,3.195924282,,,,,,,,,,
591.9099731,282.4208984,591.9099731,241.8951111,591.9099731,278.9945068,591.9099731,205.6535797,591.9099731,137.3293762,591.9099731,65.70285797,591.9099731,46.94688797,591.9099731,32.03843689,591.9099731,14.34640503,591.9099731,5.419612885,591.9099731,3.068526506,,,,,,,,,,
592.9400024,272.0523376,592.9400024,233.6117401,592.9400024,271.7592468,592.9400024,199.4063568,592.9400024,133.1649933,592.9400024,64.10921478,592.9400024,45.31158447,592.9400024,30.89831161,592.9400024,13.85242176,592.9400024,5.178694248,592.9400024,2.952928066,,,,,,,,,,
593.9699707,266.395752,593.9699707,227.1794586,593.9699707,263.6430359,593.9699707,192.7454529,593.9699707,129.571106,593.9699707,61.97985077,593.9699707,44.10799789,593.9699707,30.32866096,593.9699707,13.30655861,593.9699707,5.012442589,593.9699707,2.955996513,,,,,,,,,,
594.8499756,255.3170929,594.8499756,220.7699432,594.8499756,257.7303772,594.8499756,186.6131897,594.8499756,126.5534592,594.8499756,59.58940887,594.8499756,42.67140579,594.8499756,29.35770416,594.8499756,12.90675735,594.8499756,4.876275539,594.8499756,2.776405334,,,,,,,,,,
595.8800049,247.2976532,595.8800049,212.7422943,595.8800049,246.9601288,595.8800049,180.0306549,595.8800049,120.5821686,595.8800049,58.01455307,595.8800049,41.22783279,595.8800049,28.30260849,595.8800049,12.63937569,595.8800049,4.701576233,595.8800049,2.699142933,,,,,,,,,,
596.9099731,241.0408173,596.9099731,206.4088745,596.9099731,240.1449127,596.9099731,174.9061584,596.9099731,117.5379791,596.9099731,55.94308853,596.9099731,39.90685654,596.9099731,27.35119629,596.9099731,12.25396061,596.9099731,4.534017086,596.9099731,2.681634426,,,,,,,,,,
597.9400024,234.0252991,597.9400024,198.6069489,597.9400024,232.7961273,597.9400024,169.2978363,597.9400024,114.1656494,597.9400024,54.0994339,597.9400024,38.77773285,597.9400024,26.45596886,597.9400024,11.79514408,597.9400024,4.425294876,597.9400024,2.536358356,,,,,,,,,,
598.9699707,227.2230682,598.9699707,193.4920807,598.9699707,225.2312775,598.9699707,163.6826477,598.9699707,110.4747162,598.9699707,52.62344742,598.9699707,37.49768448,598.9699707,25.64042091,598.9699707,11.50409031,598.9699707,4.246125221,598.9699707,2.441132069,,,,,,,,,,
599.8499756,220.3905945,599.8499756,188.6612701,599.8499756,216.5965729,599.8499756,159.1089478,599.8499756,107.4159088,599.8499756,50.99511337,599.8499756,36.70136261,599.8499756,24.75060463,599.8499756,11.1662159,599.8499756,4.088121891,599.8499756,2.367933035,,,,,,,,,,
600.8599854,213.5576324,600.8599854,181.8900909,600.8599854,209.776001,600.8599854,154.6442108,600.8599854,103.8863373,600.8599854,49.57366562,600.8599854,35.26664734,600.8599854,23.95213127,600.8599854,10.83439159,600.8599854,3.969621897,600.8599854,2.330429077,,,,,,,,,,
601.8800049,206.042572,601.8800049,175.401474,601.8800049,204.252182,601.8800049,149.1004181,601.8800049,100.6331024,601.8800049,47.64021301,601.8800049,34.23913193,601.8800049,23.24877357,601.8800049,10.26352978,601.8800049,3.858287096,601.8800049,2.233687162,,,,,,,,,,
602.8900146,197.9763184,602.8900146,169.2102661,602.8900146,196.588913,602.8900146,142.1673279,602.8900146,96.95359802,602.8900146,45.54639816,602.8900146,32.68246078,602.8900146,22.51693726,602.8900146,9.946588516,602.8900146,3.65948391,602.8900146,2.174577236,,,,,,,,,,
603.9099731,190.4753265,603.9099731,163.2819824,603.9099731,189.0864868,603.9099731,138.5257416,603.9099731,92.76718903,603.9099731,43.86724854,603.9099731,31.55182648,603.9099731,21.77301979,603.9099731,9.542185783,603.9099731,3.589392424,603.9099731,2.088860989,,,,,,,,,,
604.9199829,185.0830688,604.9199829,157.5544128,604.9199829,182.7289734,604.9199829,133.0695496,604.9199829,89.17962646,604.9199829,42.50709915,604.9199829,30.37468338,604.9199829,20.59827995,604.9199829,9.245798111,604.9199829,3.470765591,604.9199829,2.021690607,,,,,,,,,,
605.9400024,178.1444702,605.9400024,150.938446,605.9400024,174.54039,605.9400024,127.1544724,605.9400024,86.84617615,605.9400024,40.80014801,605.9400024,29.39598083,605.9400024,20.12628746,605.9400024,8.916089058,605.9400024,3.392623186,605.9400024,1.920783758,,,,,,,,,,
606.9500122,170.3877869,606.9500122,145.4763489,606.9500122,168.0339966,606.9500122,123.1035004,606.9500122,83.22576141,606.9500122,39.34505844,606.9500122,28.19460869,606.9500122,19.2075367,606.9500122,8.744994164,606.9500122,3.172338724,606.9500122,1.881828427,,,,,,,,,,
607.9699707,163.6145477,607.9699707,140.351593,607.9699707,163.6349487,607.9699707,119.9660873,607.9699707,80.62250519,607.9699707,37.88851929,607.9699707,27.35684013,607.9699707,18.60413742,607.9699707,8.232580185,607.9699707,3.054587126,607.9699707,1.860193133,,,,,,,,,,
608.8400269,158.0836182,608.8400269,135.0160217,608.8400269,157.8712311,608.8400269,115.7098846,608.8400269,77.85923004,608.8400269,36.61887741,608.8400269,26.08382034,608.8400269,17.71288681,608.8400269,8.001800537,608.8400269,2.932482958,608.8400269,1.784206271,,,,,,,,,,
609.8499756,151.6996613,609.8499756,129.6490631,609.8499756,150.2024994,609.8499756,110.5702591,609.8499756,74.27845001,609.8499756,35.31008148,609.8499756,24.93104935,609.8499756,17.26787376,609.8499756,7.731566906,609.8499756,2.862875462,609.8499756,1.685820222,,,,,,,,,,
610.8800049,146.25177,610.8800049,125.099556,610.8800049,142.4295044,610.8800049,105.8568268,610.8800049,71.31064606,610.8800049,33.91025543,610.8800049,24.30293465,610.8800049,16.49303627,610.8800049,7.406158447,610.8800049,2.778949261,610.8800049,1.568286777,,,,,,,,,,
611.9099731,140.5066223,611.9099731,119.7538223,611.9099731,138.5917053,611.9099731,102.0290909,611.9099731,68.47894287,611.9099731,32.73210144,611.9099731,23.17629814,611.9099731,15.94822311,611.9099731,7.128423214,611.9099731,2.635341406,611.9099731,1.483636022,,,,,,,,,,
612.9400024,134.4970093,612.9400024,114.9879913,612.9400024,132.5789337,612.9400024,98.23369598,612.9400024,65.63919067,612.9400024,31.50453377,612.9400024,22.31539726,612.9400024,15.11379528,612.9400024,6.857881069,612.9400024,2.529781342,612.9400024,1.470213771,,,,,,,,,,
613.9699707,128.3083344,613.9699707,110.3187256,613.9699707,127.1112442,613.9699707,93.34655762,613.9699707,63.2880249,613.9699707,29.76771736,613.9699707,21.50368881,613.9699707,14.68936348,613.9699707,6.561742783,613.9699707,2.418080091,613.9699707,1.421587348,,,,,,,,,,
614.8499756,124.3453064,614.8499756,106.8734818,614.8499756,123.2913055,614.8499756,91.30445099,614.8499756,61.17821121,614.8499756,29.0583477,614.8499756,20.69468498,614.8499756,14.217453,614.8499756,6.343856335,614.8499756,2.335408688,614.8499756,1.359743357,,,,,,,,,,
615.8800049,119.2667618,615.8800049,102.0352783,615.8800049,117.9173279,615.8800049,87.10001373,615.8800049,58.37831879,615.8800049,27.66633606,615.8800049,19.60737991,615.8800049,13.30767632,615.8800049,6.080785751,615.8800049,2.221450806,615.8800049,1.297804952,,,,,,,,,,
616.9099731,114.2993393,616.9099731,97.50480652,616.9099731,112.9923172,616.9099731,82.41040039,616.9099731,56.01106644,616.9099731,26.52296638,616.9099731,19.06669044,616.9099731,12.90487576,616.9099731,5.787345409,616.9099731,2.175704241,616.9099731,1.264980793,,,,,,,,,,
617.9400024,109.4751511,617.9400024,92.82834625,617.9400024,107.7725525,617.9400024,79.51403809,617.9400024,53.18055725,617.9400024,25.12727928,617.9400024,18.08398438,617.9400024,12.40113831,617.9400024,5.514795303,617.9400024,2.01649642,617.9400024,1.233227491,,,,,,,,,,
618.9699707,103.4173203,618.9699707,89.23651123,618.9699707,103.2209778,618.9699707,75.46588898,618.9699707,50.56407928,618.9699707,23.99742126,618.9699707,17.19717598,618.9699707,11.70782757,618.9699707,5.364216805,618.9699707,2.009575844,618.9699707,1.16469264,,,,,,,,,,
619.8499756,99.68910217,619.8499756,86.03730774,619.8499756,98.90129089,619.8499756,72.73642731,619.8499756,48.89096451,619.8499756,23.04660034,619.8499756,16.54339218,619.8499756,11.2446909,619.8499756,5.033205032,619.8499756,1.910614014,619.8499756,1.125050902,,,,,,,,,,
620.8800049,95.40984344,620.8800049,81.96190643,620.8800049,95.32167053,620.8800049,69.82770538,620.8800049,46.74239731,620.8800049,22.21979523,620.8800049,15.74862766,620.8800049,10.74633121,620.8800049,4.924966335,620.8800049,1.776105881,620.8800049,1.082712054,,,,,,,,,,
621.9099731,90.66460419,621.9099731,78.58547211,621.9099731,91.10877991,621.9099731,66.50341797,621.9099731,44.95714951,621.9099731,21.32422256,621.9099731,15.01856995,621.9099731,10.30927849,621.9099731,4.660182476,621.9099731,1.709912658,621.9099731,1.005466819,,,,,,,,,,
