0,,1,,2,,3,,4,,5,,6,,7,,8,,fondo,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
478.0299988,899.0060425,478.0299988,897.859436,478.0299988,795.4464722,478.0299988,684.3053589,478.0299988,463.3572693,478.0299988,241.4719543,478.0299988,93.79798889,478.0299988,37.52814484,478.0299988,13.62169933,478.0299988,1.602564096,
478.9299927,901.1251831,478.9299927,891.7619019,478.9299927,787.2219849,478.9299927,676.8850708,478.9299927,467.4960327,478.9299927,241.411438,478.9299927,94.66849518,478.9299927,39.58105087,478.9299927,15.19170475,478.9299927,1.003512263,
480,895.0548096,480,883.015686,480,783.5758057,480,668.0380859,480,464.4059143,480,239.8958588,480,92.89685059,480,37.96343613,480,15.10939217,480,1.474382639,
481.0599976,876.2805176,481.0599976,864.963501,481.0599976,777.4242554,481.0599976,668.1779175,481.0599976,452.5367432,481.0599976,233.010849,481.0599976,89.96714783,481.0599976,38.40627289,481.0599976,14.12531757,481.0599976,0.8564786315,
481.9599915,873.2666626,481.9599915,873.1165161,481.9599915,775.0178223,481.9599915,656.6428223,481.9599915,456.1833496,481.9599915,235.2522278,481.9599915,89.89282227,481.9599915,36.33174515,481.9599915,14.63475132,481.9599915,2.49442029,
483.0299988,865.5853271,483.0299988,867.2817383,483.0299988,762.5882568,483.0299988,648.4538574,483.0299988,449.8216553,483.0299988,232.2786255,483.0299988,89.94454193,483.0299988,36.54224014,483.0299988,13.7478323,483.0299988,1.609309196,
483.9299927,849.8000488,483.9299927,847.2650146,483.9299927,757.2731934,483.9299927,652.1106567,483.9299927,446.1442871,483.9299927,229.216156,483.9299927,89.25318909,483.9299927,38.08198547,483.9299927,15.58504772,483.9299927,1.36493361,
485,834.2338257,485,840.454834,485,754.5704346,485,634.9660034,485,441.2438354,485,226.0827026,485,87.22036743,485,36.87423706,485,13.87616158,485,1.832620621,
486.0599976,830.5670166,486.0599976,828.1625366,486.0599976,740.588501,486.0599976,622.7766724,486.0599976,433.5308228,486.0599976,226.6191254,486.0599976,86.82775879,486.0599976,35.02226639,486.0599976,14.2739172,486.0599976,0.9945300221,
486.9599915,818.6774292,486.9599915,821.298584,486.9599915,735.3435669,486.9599915,616.2623291,486.9599915,436.2054138,486.9599915,222.8202362,486.9599915,86.00161743,486.9599915,36.19071198,486.9599915,13.33659649,486.9599915,2.323306322,
488.0299988,819.9655762,488.0299988,811.9778442,488.0299988,718.9494629,488.0299988,612.2473145,488.0299988,423.4664001,488.0299988,219.8759308,488.0299988,85.57975006,488.0299988,35.85505676,488.0299988,13.08411217,488.0299988,2.689486504,
488.9299927,801.1759033,488.9299927,805.644104,488.9299927,706.9854736,488.9299927,606.2907104,488.9299927,421.1686707,488.9299927,218.727417,488.9299927,85.75495148,488.9299927,34.75733185,488.9299927,14.04627037,488.9299927,1.817080498,
490,791.0942383,490,794.4715576,490,699.484314,490,590.5259399,490,415.5059814,490,217.1227875,490,84.88943481,490,36.57795334,490,14.83679581,490,2.602552891,
491.0400085,775.7974854,491.0400085,776.8327637,491.0400085,684.3925171,491.0400085,596.135498,491.0400085,404.5136719,491.0400085,212.414505,491.0400085,82.45549774,491.0400085,34.76064682,491.0400085,13.88888931,491.0400085,1.896333814,
491.9400024,771.4217529,491.9400024,775.5671997,491.9400024,681.7185669,491.9400024,583.2548218,491.9400024,402.1967163,491.9400024,209.5022125,491.9400024,81.47452545,491.9400024,34.65722275,491.9400024,12.55070972,491.9400024,1.855746627,
492.980011,754.0317993,492.980011,765.1615601,492.980011,668.7768555,492.980011,574.3341675,492.980011,389.8999634,492.980011,208.6006165,492.980011,82.68090057,492.980011,34.0085907,492.980011,12.99647808,492.980011,2.583661318,
494.019989,744.9234009,494.019989,746.9462891,494.019989,654.6560669,494.019989,558.3532715,494.019989,386.2522583,494.019989,204.4477234,494.019989,81.31786346,494.019989,33.1159668,494.019989,14.32129574,494.019989,2.301790237,
495.0700073,722.5544434,495.0700073,733.6550293,495.0700073,646.9161377,495.0700073,560.5133667,495.0700073,384.9106445,495.0700073,202.4691467,495.0700073,79.32603455,495.0700073,32.80757141,495.0700073,14.21618843,495.0700073,2.276463985,
495.9700012,724.1378784,495.9700012,725.9971924,495.9700012,640.0892944,495.9700012,539.6785889,495.9700012,376.3284912,495.9700012,199.6605682,495.9700012,77.44988251,495.9700012,33.38315582,495.9700012,12.58178139,495.9700012,1.268713474,
497.0100098,700.9703979,497.0100098,710.970459,497.0100098,625.4060059,497.0100098,530.5757446,497.0100098,370.8156738,497.0100098,194.693573,497.0100098,76.41921234,497.0100098,31.76130676,497.0100098,13.60953903,497.0100098,2.135410309,
498.0499878,690.4054565,498.0499878,699.5085449,498.0499878,615.4129639,498.0499878,524.9157715,498.0499878,364.8099365,498.0499878,189.8975525,498.0499878,76.93212128,498.0499878,32.41218948,498.0499878,12.09725761,498.0499878,0.9779950976,
498.9500122,676.1370239,498.9500122,681.6608887,498.9500122,605.7428589,498.9500122,516.0054321,498.9500122,351.5672913,498.9500122,189.7853851,498.9500122,75.50023651,498.9500122,30.4337101,498.9500122,13.95955658,498.9500122,1.852080464,
500,667.2498169,500,671.499939,500,595.6674194,500,508.0655823,500,347.8312073,500,183.9296265,500,72.53885651,500,31.90031242,500,12.45640182,500,2.469745636,
501.0599976,660.7909546,501.0599976,664.8005981,501.0599976,581.460022,501.0599976,489.7210083,501.0599976,340.7487183,501.0599976,179.7155304,501.0599976,70.74447632,501.0599976,30.68526459,501.0599976,11.0933075,501.0599976,3.483483553,
501.9599915,638.6300049,501.9599915,645.8660278,501.9599915,566.6821899,501.9599915,487.5332642,501.9599915,334.5785828,501.9599915,175.9683228,501.9599915,68.43186951,501.9599915,29.78396988,501.9599915,11.97076607,501.9599915,1.905215502,
503.0299988,625.6616821,503.0299988,635.7076416,503.0299988,556.0570068,503.0299988,480.9225769,503.0299988,334.4089966,503.0299988,175.4691162,503.0299988,69.338974,503.0299988,28.42954826,503.0299988,11.9496851,503.0299988,2.082312584,
503.9299927,612.7352295,503.9299927,627.5403442,503.9299927,548.9176636,503.9299927,469.0891113,503.9299927,326.9829407,503.9299927,173.6677094,503.9299927,67.35881805,503.9299927,29.32515335,503.9299927,11.94067383,503.9299927,2.540327549,
505,603.8286743,505,616.3285522,505,532.8673096,505,456.9918823,505,318.3877869,505,167.2350616,505,67.53407288,505,29.14909554,505,11.94786358,505,2.400672197,
506.0599976,591.9319458,506.0599976,595.4777222,506.0599976,528.2819824,506.0599976,445.3665466,506.0599976,312.2094421,506.0599976,162.0221863,506.0599976,65.53063202,506.0599976,28.72679901,506.0599976,10.89952374,506.0599976,1.905972004,
506.9599915,581.050354,506.9599915,587.7368164,506.9599915,513.7875977,506.9599915,445.5116272,506.9599915,309.0863647,506.9599915,164.2874756,506.9599915,63.49206543,506.9599915,26.5039444,506.9599915,10.8806963,506.9599915,2.689893484,
508.0299988,571.4285889,508.0299988,576.4594727,508.0299988,510.6919861,508.0299988,431.3190002,508.0299988,303.2059631,508.0299988,156.5000763,508.0299988,63.30918503,508.0299988,26.52029228,508.0299988,11.62203121,508.0299988,2.11521697,
508.9299927,554.4145508,508.9299927,565.1265259,508.9299927,495.2985535,508.9299927,423.8153076,508.9299927,292.9539795,508.9299927,152.6782532,508.9299927,62.17741013,508.9299927,25.58332253,508.9299927,11.48452568,508.9299927,2.543912649,
510,544.0463257,510,557.5889282,510,483.3864136,510,416.146759,510,286.6195374,510,151.7285614,510,59.50393677,510,26.60922432,510,11.19835186,510,2.781289339,
511.0400085,532.9327393,511.0400085,538.6967773,511.0400085,466.4036255,511.0400085,411.9133606,511.0400085,281.6867676,511.0400085,146.3597717,511.0400085,60.50832367,511.0400085,25.31484604,511.0400085,10.74481106,511.0400085,2.849355698,
511.9400024,520.8999634,511.9400024,532.0062256,511.9400024,464.8609924,511.9400024,397.6455994,511.9400024,277.3109436,511.9400024,146.2668304,511.9400024,59.88673401,511.9400024,24.81915665,511.9400024,10.58982849,511.9400024,3.048408747,
512.9799805,508.9729919,512.9799805,517.3563232,512.9799805,451.4015198,512.9799805,390.9124146,512.9799805,271.0314636,512.9799805,142.6073914,512.9799805,54.00653076,512.9799805,23.63786888,512.9799805,9.288682938,512.9799805,3.149987936,
514.0200195,505.2216187,514.0200195,507.4216003,514.0200195,442.6229553,514.0200195,382.1686096,514.0200195,265.7936096,514.0200195,140.3293152,514.0200195,54.78604889,514.0200195,23.70352554,514.0200195,11.0986414,514.0200195,3.296703339,
515.0700073,486.4168701,515.0700073,489.3668213,515.0700073,433.2116699,515.0700073,368.8486023,515.0700073,259.5484009,515.0700073,136.0743866,515.0700073,55.57632446,515.0700073,23.90641022,515.0700073,9.534563065,515.0700073,3.024955988,
515.9699707,477.2342224,515.9699707,476.7033691,515.9699707,428.3056335,515.9699707,364.341095,515.9699707,254.7193451,515.9699707,135.2147369,515.9699707,54.26164246,515.9699707,21.67487717,515.9699707,9.926189423,515.9699707,2.167537928,
517.0100098,465.0655212,517.0100098,469.5785828,517.0100098,413.043457,517.0100098,355.9462891,517.0100098,249.8243866,517.0100098,132.3348846,517.0100098,53.27373886,517.0100098,22.23625946,517.0100098,10.24015617,517.0100098,2.502979755,
518.0499878,457.2555542,518.0499878,463.639679,518.0499878,400.9760742,518.0499878,345.4938354,518.0499878,243.1349487,518.0499878,129.61586,518.0499878,50.85586929,518.0499878,22.42584991,518.0499878,9.783538818,518.0499878,3.573792219,
518.9500122,443.1738586,518.9500122,444.0394897,518.9500122,386.2335205,518.9500122,336.1435547,518.9500122,238.4288177,518.9500122,127.9913025,518.9500122,49.84196091,518.9500122,22.24431419,518.9500122,10.22927666,518.9500122,2.815866947,
520,429.8622131,520,435.4221497,520,382.7954102,520,331.4884644,520,229.0252075,520,121.2865219,520,50.3424263,520,22.00124168,520,10.04464245,520,2.986144304,
521.039978,424.0849304,521.039978,431.4057617,521.039978,378.8240967,521.039978,319.1755066,521.039978,228.2902832,521.039978,118.7902298,521.039978,49.24710083,521.039978,20.79494667,521.039978,9.523809433,521.039978,3.182764053,
521.9400024,412.907135,521.9400024,420.2446594,521.9400024,364.6540222,521.9400024,313.4781189,521.9400024,218.2064972,521.9400024,119.7916641,521.9400024,46.76839066,521.9400024,21.3782692,521.9400024,10.21757412,521.9400024,2.450079679,
522.9799805,407.9596252,522.9799805,407.3129272,522.9799805,357.6264954,522.9799805,304.9559937,522.9799805,216.5854797,522.9799805,113.6253052,522.9799805,45.0819664,522.9799805,19.65662956,522.9799805,9.642223358,522.9799805,3.168969393,
524.0200195,395.7280579,524.0200195,397.1513062,524.0200195,349.0612488,524.0200195,298.4681702,524.0200195,207.3527679,524.0200195,112.1909256,524.0200195,43.87878799,524.0200195,19.27326202,524.0200195,9.681528091,524.0200195,2.518891573,
525.0700073,381.8989563,525.0700073,387.2309875,525.0700073,340.8819885,525.0700073,290.8285828,525.0700073,202.7695313,525.0700073,105.3335114,525.0700073,42.8571434,525.0700073,19.86673355,525.0700073,8.544921875,525.0700073,3.480422497,
525.9699707,371.5377197,525.9699707,373.4735718,525.9699707,335.5416565,525.9699707,285.9407349,525.9699707,196.1267548,525.9699707,107.1517258,525.9699707,41.60190964,525.9699707,19.07968521,525.9699707,8.292078972,525.9699707,2.318486691,
527.0100098,359.6678772,527.0100098,365.9349365,527.0100098,324.2471313,527.0100098,273.4364929,527.0100098,192.066803,527.0100098,103.6852036,527.0100098,41.79529953,527.0100098,19.103508,527.0100098,8.836524963,527.0100098,3.410159826,
528.0499878,353.4308167,528.0499878,363.2209473,528.0499878,318.8615417,528.0499878,268.8792725,528.0499878,189.8423462,528.0499878,100.3208313,528.0499878,43.23871231,528.0499878,18.061409,528.0499878,8,528.0499878,3.29030633,
528.9500122,337.9425354,528.9500122,349.9411011,528.9500122,310.0191345,528.9500122,264.6534424,528.9500122,186.4555817,528.9500122,97.93630219,528.9500122,40.20656586,528.9500122,17.3997097,528.9500122,8.901704788,528.9500122,3.249488592,
530,330.6257629,530,336.6928406,530,298.8409729,530,257.4662781,530,176.6686707,530,95.05192566,530,39.1554718,530,17.34248352,530,7.52250576,530,1.399847388,
531.039978,326.7247314,531.039978,328.225708,531.039978,285.1980896,531.039978,249.4771729,531.039978,174.6478882,531.039978,91.58692169,531.039978,37.68521881,531.039978,17.11822701,531.039978,7.929625034,531.039978,3.397936106,
531.9400024,319.6784668,531.9400024,317.8629761,531.9400024,282.4446411,531.9400024,243.1831512,531.9400024,170.5502014,531.9400024,90.5359726,531.9400024,37.28313065,531.9400024,16.61884308,531.9400024,8.388848305,531.9400024,2.847527742,
532.9799805,304.5161438,532.9799805,313.6427612,532.9799805,278.3245544,532.9799805,237.8048706,532.9799805,165.7362518,532.9799805,86.89424133,532.9799805,35.15625,532.9799805,15.54870224,532.9799805,6.785097599,532.9799805,3.044696093,
534.0200195,301.0323792,534.0200195,307.9672546,534.0200195,272.3970947,534.0200195,228.3219757,534.0200195,160.2395172,534.0200195,84.11987305,534.0200195,34.50320435,534.0200195,15.81809139,534.0200195,7.214828014,534.0200195,1.727968454,
535.0700073,287.1734009,535.0700073,298.4201355,535.0700073,258.6858521,535.0700073,221.0499268,535.0700073,158.646347,535.0700073,83.33333588,535.0700073,34.50754929,535.0700073,14.84789944,535.0700073,6.943583488,535.0700073,2.09747076,
535.9699707,289.1760864,535.9699707,293.4980469,535.9699707,259.0427246,535.9699707,221.0317841,535.9699707,152.6490936,535.9699707,80.37797546,535.9699707,33.17061234,535.9699707,14.01197624,535.9699707,7.16890955,535.9699707,2.172523975,
537.0100098,278.1045227,537.0100098,284.7715149,537.0100098,253.148468,537.0100098,214.8334503,537.0100098,149.375,537.0100098,80.38977051,537.0100098,31.91620445,537.0100098,14.51593113,537.0100098,5.761106014,537.0100098,2.719854832,
538.0499878,266.4458008,538.0499878,275.3319397,538.0499878,240.0695038,538.0499878,207.8481598,538.0499878,142.3973236,538.0499878,76.75881195,538.0499878,32.45411301,538.0499878,13.33493519,538.0499878,8.352031708,538.0499878,3.128128052,
538.9500122,262.7990112,538.9500122,263.8131409,538.9500122,233.6348419,538.9500122,204.9719696,538.9500122,141.5263367,538.9500122,75.94476318,538.9500122,30.99099159,538.9500122,14.18186188,538.9500122,6.735996246,538.9500122,2.341343164,
540,255.4506378,540,260.0663452,540,227.5364075,540,193.9866638,540,137.3684845,540,72.80435944,540,30.55214691,540,14.26886749,540,6.399999619,540,2.212389469,
541.039978,248.9890289,541.039978,250.3748169,541.039978,226.3563995,541.039978,190.6378937,541.039978,136.1074524,541.039978,68.96129608,541.039978,29.43254089,541.039978,12.9636755,541.039978,5.910023212,541.039978,3.364980221,
541.9400024,241.1133881,541.9400024,246.2960815,541.9400024,217.0711212,541.9400024,189.0761414,541.9400024,132.2029877,541.9400024,70.32672882,541.9400024,28.90514374,541.9400024,13.62169933,541.9400024,6.415587425,541.9400024,2.617178202,
542.9799805,235.7151031,542.9799805,239.1465149,542.9799805,210.1271973,542.9799805,178.5624237,542.9799805,127.7254639,542.9799805,66.82692719,542.9799805,27.94314194,542.9799805,13.52998543,542.9799805,6.687696934,542.9799805,2.678680182,
544.0200195,230.5799713,544.0200195,232.4498596,544.0200195,209.4938354,544.0200195,176.2736206,544.0200195,119.6214447,544.0200195,65.89724731,544.0200195,27.15255547,544.0200195,12.55444527,544.0200195,6.054131031,544.0200195,2.211574078,
545.0700073,222.5595551,545.0700073,225.5630493,545.0700073,199.5462189,545.0700073,172.4736481,545.0700073,118.660408,545.0700073,63.68497849,545.0700073,26.26506042,545.0700073,12.84769821,545.0700073,6.433166504,545.0700073,2.023011684,
545.9699707,214.5011597,545.9699707,223.4657593,545.9699707,195.2874298,545.9699707,165.8896637,545.9699707,117.75811,545.9699707,63.22048569,545.9699707,25.2654705,545.9699707,12.19977188,545.9699707,6.810301781,545.9699707,2.348868847,
547.0100098,209.6792908,547.0100098,213.6275482,547.0100098,188.786377,547.0100098,162.8437653,547.0100098,111.5547485,547.0100098,60.80334091,547.0100098,26.64129448,547.0100098,11.76323414,547.0100098,6.123469353,547.0100098,2.176805019,
548.0499878,206.1794434,548.0499878,206.6366882,548.0499878,180.9063416,548.0499878,155.9532471,548.0499878,110.0941467,548.0499878,57.54018784,548.0499878,24.66060638,548.0499878,11.40539837,548.0499878,6.073597908,548.0499878,1.970200777,
548.9500122,198.2600708,548.9500122,201.3855133,548.9500122,177.7615204,548.9500122,154.3745575,548.9500122,107.4572144,548.9500122,57.70170975,548.9500122,24.71346855,548.9500122,11.5635376,548.9500122,5.755755424,548.9500122,3.069744587,
550,194.2241669,550,196.9625092,550,169.5497589,550,149.7895508,550,104.0841599,550,55.79611588,550,23.40528679,550,11.09034252,550,5.402009964,550,2.505604744,
551.039978,188.0863647,551.039978,190.694931,551.039978,169.1940308,551.039978,142.9084778,551.039978,101.6225433,551.039978,52.95611191,551.039978,22.85375977,551.039978,11.14031792,551.039978,5.124359608,551.039978,2.134873867,
551.9400024,187.0224457,551.9400024,183.0206757,551.9400024,163.5802612,551.9400024,137.6571045,551.9400024,98.81807709,551.9400024,54.82873154,551.9400024,22.5264473,551.9400024,10.15801334,551.9400024,5.116611481,551.9400024,2.395783424,
552.9799805,175.1157532,552.9799805,178.453949,552.9799805,158.9983215,552.9799805,133.7486267,552.9799805,92.74975586,552.9799805,50.80313492,552.9799805,22.17923927,552.9799805,10.23288631,552.9799805,5.019951344,552.9799805,2.845686197,
554.0200195,171.408905,554.0200195,173.0035858,554.0200195,150.5904388,554.0200195,132.5375977,554.0200195,90.48265839,554.0200195,49.92567062,554.0200195,21.16203308,554.0200195,10.49837112,554.0200195,4.403669834,554.0200195,3.573555708,
555.0700073,165.6110687,555.0700073,167.6494293,555.0700073,148.5395508,555.0700073,127.5451355,555.0700073,88.626297,555.0700073,46.92498779,555.0700073,20.79785919,555.0700073,9.637392998,555.0700073,5.652494431,555.0700073,2.392058372,
555.9699707,162.4985199,555.9699707,162.8329315,555.9699707,142.6953583,555.9699707,122.2493896,555.9699707,88.62417603,555.9699707,46.0486145,555.9699707,19.31304359,555.9699707,9.115883827,555.9699707,3.889631748,555.9699707,2.258141279,
557.0100098,158.6936493,557.0100098,157.775116,557.0100098,138.8923798,557.0100098,118.1033401,557.0100098,85.27600098,557.0100098,46.03354645,557.0100098,20.42313766,557.0100098,7.738170624,557.0100098,5.520009995,557.0100098,1.562124491,
558.0499878,151.8190308,558.0499878,151.9143066,558.0499878,134.0244904,558.0499878,116.0051804,558.0499878,80.74990845,558.0499878,43.29004669,558.0499878,18.1225071,558.0499878,8.889445305,558.0499878,3.70701766,558.0499878,2.848634005,
558.9500122,147.486557,558.9500122,149.8624573,558.9500122,132.0618134,558.9500122,113.4666367,558.9500122,79.21403503,558.9500122,44.95793152,558.9500122,17.68219757,558.9500122,8.859223366,558.9500122,3.792667627,558.9500122,2.283104897,
560,147.0198669,560,144.8518677,560,128.8546295,560,110.1705627,560,77.23911285,560,42.42641068,560,17.86582375,560,8.117082596,560,4.283734798,560,2.367306232,
561.0200195,140.7230072,561.0200195,140.7790375,561.0200195,121.9725342,561.0200195,107.0350571,561.0200195,74.70986176,561.0200195,40.35493088,561.0200195,17.35903358,561.0200195,7.069913864,561.0200195,4.600141525,561.0200195,2.374732971,
562.0499878,131.5091553,562.0499878,135.6914673,562.0499878,120.7082214,562.0499878,103.439743,562.0499878,73.34152985,562.0499878,38.75770187,562.0499878,17.3589592,562.0499878,8.110100746,562.0499878,4.274548054,562.0499878,2.691272736,
562.9400024,131.7210693,562.9400024,134.9647827,562.9400024,117.6266861,562.9400024,101.8793259,562.9400024,70.72066498,562.9400024,37.77000046,562.9400024,16.02446556,562.9400024,8.58204174,562.9400024,3.704618454,562.9400024,2.365243435,
563.9699707,126.2947311,563.9699707,132.6130829,563.9699707,112.9142075,563.9699707,97.09082794,563.9699707,69.94727325,563.9699707,37.49701309,563.9699707,16.4863472,563.9699707,7.599517822,563.9699707,4.345603466,563.9699707,2.337023497,
565,126.1829605,565,124.1650696,565,110.3981018,565,94.70683289,565,66.97512817,565,36.45443344,565,15.61743259,565,7.103689194,565,3.756103516,565,1.923570156,
566.0200195,119.3813477,566.0200195,121.3182068,566.0200195,106.6601715,566.0200195,91.69156647,566.0200195,63.87935638,566.0200195,36.23625946,566.0200195,16.02285385,566.0200195,6.972616673,566.0200195,3.919705391,566.0200195,1.932367086,
567.0499878,116.0972137,567.0499878,118.4391022,567.0499878,105.1611328,567.0499878,88.37373352,567.0499878,64.40468597,567.0499878,32.87471008,567.0499878,13.45291424,567.0499878,5.770411491,567.0499878,3.819615602,567.0499878,1.700680256,
567.9400024,114.4555969,567.9400024,115.0721436,567.9400024,102.936058,567.9400024,89.19687653,567.9400024,61.62227631,567.9400024,33.50785446,567.9400024,14.1803093,567.9400024,6.595964909,567.9400024,3.705075979,567.9400024,2.078493595,
568.9699707,109.8305054,568.9699707,110.0083771,568.9699707,95.66145325,568.9699707,83.46250153,568.9699707,59.02902985,568.9699707,31.875,568.9699707,14.03979969,568.9699707,6.468465805,568.9699707,3.178235292,568.9699707,1.651003242,
570,104.2815247,570,106.7648392,570,94.8453598,570,82.0817337,570,55.03125381,570,30.7191906,570,13.65923786,570,6.450780869,570,3.837583542,570,1.98338902,
571.039978,100.6631927,571.039978,104.1716919,571.039978,92.71445465,571.039978,77.90938568,571.039978,57.06727219,571.039978,29.69194603,571.039978,13.51185322,571.039978,6.676744461,571.039978,3.578921318,571.039978,2.576687098,
571.9400024,98.2047348,571.9400024,100.2044983,571.9400024,89.01234436,571.9400024,76.23810577,571.9400024,52.11406326,571.9400024,29.09628868,571.9400024,13.89750576,571.9400024,6.079027653,571.9400024,3.875484467,571.9400024,2.113113642,
572.9799805,96.16066742,572.9799805,100.6750488,572.9799805,87.40486145,572.9799805,75.17590332,572.9799805,53.04975128,572.9799805,27.94561958,572.9799805,12.23840332,572.9799805,6.751687527,572.9799805,3.232222795,572.9799805,2.105262995,
574.0200195,95.41305542,574.0200195,95.14007568,574.0200195,82.53026581,574.0200195,71.88341522,574.0200195,50.87892914,574.0200195,25.79535675,574.0200195,10.87753582,574.0200195,6.465795994,574.0200195,2.321035862,574.0200195,1.622161269,
575.0700073,91.05394745,575.0700073,92.02096558,575.0700073,82.38670349,575.0700073,69.44940186,575.0700073,48.26476669,575.0700073,25.55346107,575.0700073,10.99572468,575.0700073,5.554854393,575.0700073,2.565042019,575.0700073,0.8838384151,
575.9699707,86.51430511,575.9699707,90.58615112,575.9699707,76.99676514,575.9699707,70.39644623,575.9699707,47.43465805,575.9699707,26.28628349,575.9699707,11.51727581,575.9699707,5.624846935,575.9699707,3.069446087,575.9699707,1.627441168,
577.0100098,85.18561554,577.0100098,87.11346436,577.0100098,74.89040375,577.0100098,67.1875,577.0100098,44.0088768,577.0100098,25.04726028,577.0100098,12.11764622,577.0100098,4.706181526,577.0100098,3.303444862,577.0100098,1.998001933,
578.0499878,83.09020996,578.0499878,85.02966309,578.0499878,73.73386383,578.0499878,62.93789291,578.0499878,43.75076675,578.0499878,24.57061005,578.0499878,12.14771652,578.0499878,5.289052963,578.0499878,2.704696178,578.0499878,2.060356379,
578.9500122,78.77385712,578.9500122,83.69356537,578.9500122,72.91042328,578.9500122,60.30389404,578.9500122,44.18662262,578.9500122,23.87555695,578.9500122,11.09235573,578.9500122,4.543684483,578.9500122,2.955538511,578.9500122,2.431020021,
580,77.89498138,580,79.88095093,580,70.83383942,580,60.66197586,580,40.90459824,580,21.97802162,580,10.5124836,580,4.889975548,580,2.688500643,580,1.386438131,
581.0200195,75.61568451,581.0200195,76.73610687,581.0200195,67.85316467,581.0200195,56.71965408,581.0200195,41.40480423,581.0200195,22.6510067,581.0200195,9.943009377,581.0200195,4.838914871,581.0200195,2.785515308,581.0200195,1.847518086,
582.0499878,72.48878479,582.0499878,73.06742096,582.0499878,63.36515427,582.0499878,57.87234116,582.0499878,40.17576981,582.0499878,21.65795326,582.0499878,9.128529549,582.0499878,5.129428387,582.0499878,2.15271616,582.0499878,0.3630642593,
582.9400024,69.76212311,582.9400024,72.99612427,582.9400024,63.82978821,582.9400024,53.46026993,582.9400024,39.57516861,582.9400024,21.5465641,582.9400024,8.683239937,582.9400024,4.305830002,582.9400024,2.80385232,582.9400024,1.695325732,
583.9699707,69.05695343,583.9699707,68.91845703,583.9699707,62.6798439,583.9699707,53.50730133,583.9699707,35.87096786,583.9699707,20.06769753,583.9699707,9.552538872,583.9699707,4.969374657,583.9699707,2.566295862,583.9699707,1.43434608,
585,66.03225708,585,67.78643799,585,58.76844025,585,50.44136047,585,37.00505447,585,20.35408783,585,8.315750122,585,4.655259132,585,2.97734642,585,1.414427161,
586.0200195,64.21908569,586.0200195,66.3111496,586.0200195,56.41209412,586.0200195,48.76023102,586.0200195,33.51607132,586.0200195,19.77644157,586.0200195,8.506501198,586.0200195,3.804692507,586.0200195,2.738702774,586.0200195,1.012145758,
587.0499878,61.64542389,587.0499878,62.92864609,587.0499878,56.39238358,587.0499878,47.02271271,587.0499878,33.39169693,587.0499878,18.70919228,587.0499878,8.680767059,587.0499878,3.191358805,587.0499878,2.184996367,587.0499878,1.527353525,
587.9400024,61.35110092,587.9400024,60.97994995,587.9400024,54.46649933,587.9400024,47.19372559,587.9400024,32.20359421,587.9400024,18.13093185,587.9400024,9.019026756,587.9400024,3.480556965,587.9400024,3.094825506,587.9400024,0.726744175,
588.9699707,60.12297821,588.9699707,58.80960846,588.9699707,52.5675354,588.9699707,44.78328705,588.9699707,32.27763748,588.9699707,18.17498207,588.9699707,7.652431488,588.9699707,3.658090591,588.9699707,2.767749548,588.9699707,0.738188982,
590,57.66138458,590,57.5306282,590,51.81347275,590,43.69645309,590,30.64208412,590,17.64706039,590,7.509540558,590,4.266532421,590,2.016129017,590,1.143292665,
591.0200195,54.39237976,591.0200195,56.12065887,591.0200195,50.07997894,591.0200195,43.09190369,591.0200195,27.34796715,591.0200195,16.86011124,591.0200195,6.186868668,591.0200195,3.988879204,591.0200195,2.623688221,591.0200195,1.570427656,
592.0499878,52.99126053,592.0499878,55.35011292,592.0499878,49.62749481,592.0499878,42.36277008,592.0499878,29.30267143,592.0499878,16.79149628,592.0499878,6.734846592,592.0499878,4.366267681,592.0499878,1.572136879,592.0499878,2.319335938,
592.9400024,52.11267471,592.9400024,52.06701279,592.9400024,46.44113159,592.9400024,40.55842972,592.9400024,27.10843468,592.9400024,15.27482224,592.9400024,7.035419941,592.9400024,4.682686329,592.9400024,2.313968897,592.9400024,1.007683516,
593.9699707,51.66553497,593.9699707,50.19607925,593.9699707,46.50608063,593.9699707,39.97227097,593.9699707,28.32512283,593.9699707,14.4599514,593.9699707,6.884057999,593.9699707,3.880669355,593.9699707,1.950030446,593.9699707,0.8629191518,
595,49.61832428,595,48.94301224,595,44.13009262,595,36.06068039,595,26.56882668,595,13.73134327,595,6.377238274,595,2.196729422,595,1.81093812,595,1.997253895,
596.0200195,49.31413651,596.0200195,47.06026077,596.0200195,43.13022614,596.0200195,35.7660675,596.0200195,24.95718193,596.0200195,14.31870651,596.0200195,6.015399456,596.0200195,3.73269105,596.0200195,2.09359622,596.0200195,1.004394293,
597.0499878,45.56113815,597.0499878,46.51992798,597.0499878,41.16618347,597.0499878,34.54803848,597.0499878,24.6739521,597.0499878,15.94309521,597.0499878,5.900815964,597.0499878,2.973609209,597.0499878,1.449625492,597.0499878,1.775072932,
