TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/09
TIME	10:56:43
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	600.0000
LASTX	400.0000
NPOINTS	201
FIRSTY	0.08378
MAXY	0.33295
MINY	0.08342
600.0000	0.08378
599.0000	0.08365
598.0000	0.08448
597.0000	0.0839
596.0000	0.08408
595.0000	0.08342
594.0000	0.08417
593.0000	0.08412
592.0000	0.08467
591.0000	0.08447
590.0000	0.08357
589.0000	0.085
588.0000	0.08437
587.0000	0.08407
586.0000	0.08388
585.0000	0.0844
584.0000	0.08464
583.0000	0.08479
582.0000	0.08417
581.0000	0.08443
580.0000	0.08477
579.0000	0.0857
578.0000	0.08447
577.0000	0.08562
576.0000	0.08404
575.0000	0.08624
574.0000	0.08535
573.0000	0.08524
572.0000	0.0866
571.0000	0.08657
570.0000	0.08746
569.0000	0.0883
568.0000	0.08808
567.0000	0.08863
566.0000	0.09021
565.0000	0.08918
564.0000	0.09053
563.0000	0.09145
562.0000	0.09202
561.0000	0.094
560.0000	0.09624
559.0000	0.09747
558.0000	0.09918
557.0000	0.10175
556.0000	0.10301
555.0000	0.10727
554.0000	0.11109
553.0000	0.11352
552.0000	0.11921
551.0000	0.12377
550.0000	0.129
549.0000	0.13524
548.0000	0.14242
547.0000	0.14978
546.0000	0.1571
545.0000	0.1678
544.0000	0.17679
543.0000	0.18725
542.0000	0.19785
541.0000	0.20949
540.0000	0.2204
539.0000	0.23293
538.0000	0.246
537.0000	0.25764
536.0000	0.27011
535.0000	0.28171
534.0000	0.29245
533.0000	0.30288
532.0000	0.31126
531.0000	0.31829
530.0000	0.32445
529.0000	0.32841
528.0000	0.33105
527.0000	0.33295
526.0000	0.33223
525.0000	0.3311
524.0000	0.32741
523.0000	0.32418
522.0000	0.31815
521.0000	0.31181
520.0000	0.30771
519.0000	0.29727
518.0000	0.29033
517.0000	0.28172
516.0000	0.27415
515.0000	0.26449
514.0000	0.25727
513.0000	0.25037
512.0000	0.24129
511.0000	0.23512
510.0000	0.22836
509.0000	0.223
508.0000	0.21671
507.0000	0.21209
506.0000	0.20585
505.0000	0.20275
504.0000	0.19843
503.0000	0.19566
502.0000	0.19216
501.0000	0.19069
500.0000	0.1869
499.0000	0.18518
498.0000	0.18386
497.0000	0.18197
496.0000	0.18021
495.0000	0.17806
494.0000	0.1766
493.0000	0.17441
492.0000	0.17204
491.0000	0.17077
490.0000	0.16889
489.0000	0.16489
488.0000	0.1639
487.0000	0.16071
486.0000	0.15722
485.0000	0.15351
484.0000	0.1513
483.0000	0.14812
482.0000	0.14494
481.0000	0.14215
480.0000	0.13958
479.0000	0.13644
478.0000	0.13482
477.0000	0.13127
476.0000	0.129
475.0000	0.12638
474.0000	0.12401
473.0000	0.12218
472.0000	0.12145
471.0000	0.11827
470.0000	0.11778
469.0000	0.11666
468.0000	0.11454
467.0000	0.11388
466.0000	0.11199
465.0000	0.11115
464.0000	0.11132
463.0000	0.10927
462.0000	0.10875
461.0000	0.10974
460.0000	0.1084
459.0000	0.10713
458.0000	0.10628
457.0000	0.10565
456.0000	0.10598
455.0000	0.10583
454.0000	0.10456
453.0000	0.1029
452.0000	0.10357
451.0000	0.10178
450.0000	0.1024
449.0000	0.10259
448.0000	0.10061
447.0000	0.10212
446.0000	0.10102
445.0000	0.10055
444.0000	0.09989
443.0000	0.10036
442.0000	0.10011
441.0000	0.09839
440.0000	0.09942
439.0000	0.09975
438.0000	0.09795
437.0000	0.09976
436.0000	0.10031
435.0000	0.09714
434.0000	0.09895
433.0000	0.09961
432.0000	0.09969
431.0000	0.09934
430.0000	0.09793
429.0000	0.09893
428.0000	0.09764
427.0000	0.099
426.0000	0.10032
425.0000	0.09933
424.0000	0.10074
423.0000	0.10092
422.0000	0.10072
421.0000	0.09959
420.0000	0.10073
419.0000	0.1028
418.0000	0.10132
417.0000	0.10293
416.0000	0.10152
415.0000	0.1018
414.0000	0.10313
413.0000	0.10256
412.0000	0.10259
411.0000	0.10382
410.0000	0.10331
409.0000	0.10488
408.0000	0.10525
407.0000	0.10662
406.0000	0.10505
405.0000	0.10678
404.0000	0.10571
403.0000	0.10812
402.0000	0.10733
401.0000	0.10908
400.0000	0.10719
