TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/09
TIME	11:11:58
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	600.0000
LASTX	400.0000
NPOINTS	201
FIRSTY	0.08740
MAXY	0.31750
MINY	0.08695
600.0000	0.0874
599.0000	0.08751
598.0000	0.08745
597.0000	0.08713
596.0000	0.08767
595.0000	0.08695
594.0000	0.0881
593.0000	0.08749
592.0000	0.08782
591.0000	0.08803
590.0000	0.08775
589.0000	0.08845
588.0000	0.08754
587.0000	0.08814
586.0000	0.08865
585.0000	0.08874
584.0000	0.08873
583.0000	0.08804
582.0000	0.08869
581.0000	0.08923
580.0000	0.08984
579.0000	0.08876
578.0000	0.08866
577.0000	0.08869
576.0000	0.08936
575.0000	0.08992
574.0000	0.08939
573.0000	0.08984
572.0000	0.09034
571.0000	0.09059
570.0000	0.09059
569.0000	0.09159
568.0000	0.09234
567.0000	0.09192
566.0000	0.09456
565.0000	0.09298
564.0000	0.09456
563.0000	0.09531
562.0000	0.09643
561.0000	0.09678
560.0000	0.10005
559.0000	0.10018
558.0000	0.10303
557.0000	0.1054
556.0000	0.1073
555.0000	0.11017
554.0000	0.11259
553.0000	0.1163
552.0000	0.12118
551.0000	0.12523
550.0000	0.13095
549.0000	0.13628
548.0000	0.1435
547.0000	0.15068
546.0000	0.1574
545.0000	0.16622
544.0000	0.17485
543.0000	0.18471
542.0000	0.1946
541.0000	0.20496
540.0000	0.21641
539.0000	0.22764
538.0000	0.23954
537.0000	0.25027
536.0000	0.26115
535.0000	0.27086
534.0000	0.28127
533.0000	0.29116
532.0000	0.29829
531.0000	0.30484
530.0000	0.31076
529.0000	0.31422
528.0000	0.3167
527.0000	0.31739
526.0000	0.3175
525.0000	0.31614
524.0000	0.31251
523.0000	0.30915
522.0000	0.30386
521.0000	0.29889
520.0000	0.29308
519.0000	0.28379
518.0000	0.27654
517.0000	0.27045
516.0000	0.26223
515.0000	0.25466
514.0000	0.247
513.0000	0.24089
512.0000	0.23324
511.0000	0.22723
510.0000	0.2207
509.0000	0.21578
508.0000	0.20986
507.0000	0.20572
506.0000	0.20035
505.0000	0.19769
504.0000	0.19393
503.0000	0.1912
502.0000	0.18855
501.0000	0.1862
500.0000	0.1838
499.0000	0.1813
498.0000	0.18068
497.0000	0.17888
496.0000	0.17739
495.0000	0.17572
494.0000	0.1738
493.0000	0.17142
492.0000	0.17098
491.0000	0.16872
490.0000	0.16566
489.0000	0.16455
488.0000	0.16209
487.0000	0.16053
486.0000	0.15638
485.0000	0.15344
484.0000	0.15164
483.0000	0.14787
482.0000	0.14694
481.0000	0.14279
480.0000	0.14152
479.0000	0.13899
478.0000	0.13551
477.0000	0.13334
476.0000	0.13163
475.0000	0.12969
474.0000	0.12823
473.0000	0.12602
472.0000	0.12467
471.0000	0.12247
470.0000	0.12214
469.0000	0.1202
468.0000	0.11919
467.0000	0.1179
466.0000	0.11698
465.0000	0.11562
464.0000	0.11631
463.0000	0.1149
462.0000	0.11389
461.0000	0.11351
460.0000	0.11236
459.0000	0.11162
458.0000	0.1109
457.0000	0.11042
456.0000	0.11118
455.0000	0.1104
454.0000	0.10949
453.0000	0.10824
452.0000	0.10834
451.0000	0.10803
450.0000	0.10831
449.0000	0.10781
448.0000	0.10644
447.0000	0.10638
446.0000	0.10668
445.0000	0.1062
444.0000	0.10555
443.0000	0.10455
442.0000	0.10557
441.0000	0.10403
440.0000	0.10523
439.0000	0.10554
438.0000	0.10388
437.0000	0.10472
436.0000	0.10477
435.0000	0.10346
434.0000	0.10425
433.0000	0.10425
432.0000	0.10463
431.0000	0.10459
430.0000	0.10272
429.0000	0.10558
428.0000	0.10325
427.0000	0.10411
426.0000	0.10467
425.0000	0.10604
424.0000	0.10513
423.0000	0.10605
422.0000	0.10537
421.0000	0.10574
420.0000	0.10467
419.0000	0.10633
418.0000	0.10572
417.0000	0.10678
416.0000	0.10634
415.0000	0.10712
414.0000	0.10757
413.0000	0.10708
412.0000	0.10806
411.0000	0.108
410.0000	0.1086
409.0000	0.10788
408.0000	0.11082
407.0000	0.11095
406.0000	0.11028
405.0000	0.11076
404.0000	0.11201
403.0000	0.11201
402.0000	0.1136
401.0000	0.11272
400.0000	0.11236
