TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/09
TIME	11:19:17
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	600.0000
LASTX	400.0000
NPOINTS	201
FIRSTY	0.07317
MAXY	0.29243
MINY	0.07317
600.0000	0.07317
599.0000	0.07383
598.0000	0.07432
597.0000	0.07399
596.0000	0.07417
595.0000	0.07348
594.0000	0.07423
593.0000	0.07423
592.0000	0.07452
591.0000	0.07386
590.0000	0.07361
589.0000	0.07427
588.0000	0.07439
587.0000	0.0744
586.0000	0.07391
585.0000	0.075
584.0000	0.07544
583.0000	0.07362
582.0000	0.07451
581.0000	0.07507
580.0000	0.07514
579.0000	0.07449
578.0000	0.07491
577.0000	0.07506
576.0000	0.07476
575.0000	0.0765
574.0000	0.07549
573.0000	0.07643
572.0000	0.0761
571.0000	0.07617
570.0000	0.0764
569.0000	0.07801
568.0000	0.07731
567.0000	0.07799
566.0000	0.07939
565.0000	0.0787
564.0000	0.07933
563.0000	0.08085
562.0000	0.08195
561.0000	0.08313
560.0000	0.0845
559.0000	0.08606
558.0000	0.08844
557.0000	0.08977
556.0000	0.09142
555.0000	0.09392
554.0000	0.09777
553.0000	0.10165
552.0000	0.10541
551.0000	0.10971
550.0000	0.11456
549.0000	0.11997
548.0000	0.12644
547.0000	0.13323
546.0000	0.13944
545.0000	0.14831
544.0000	0.15695
543.0000	0.16603
542.0000	0.17476
541.0000	0.18456
540.0000	0.19534
539.0000	0.20564
538.0000	0.21756
537.0000	0.22784
536.0000	0.23781
535.0000	0.24751
534.0000	0.25759
533.0000	0.26605
532.0000	0.27385
531.0000	0.2798
530.0000	0.28588
529.0000	0.28924
528.0000	0.2906
527.0000	0.29242
526.0000	0.29243
525.0000	0.29086
524.0000	0.28713
523.0000	0.28351
522.0000	0.27937
521.0000	0.27434
520.0000	0.26888
519.0000	0.2606
518.0000	0.25441
517.0000	0.24857
516.0000	0.23956
515.0000	0.23159
514.0000	0.22567
513.0000	0.21995
512.0000	0.21235
511.0000	0.2068
510.0000	0.20062
509.0000	0.19413
508.0000	0.19085
507.0000	0.1858
506.0000	0.18114
505.0000	0.17785
504.0000	0.17558
503.0000	0.17186
502.0000	0.16844
501.0000	0.16725
500.0000	0.16527
499.0000	0.16329
498.0000	0.1615
497.0000	0.16034
496.0000	0.15867
495.0000	0.15679
494.0000	0.15541
493.0000	0.15388
492.0000	0.15232
491.0000	0.15049
490.0000	0.14898
489.0000	0.14527
488.0000	0.14509
487.0000	0.14242
486.0000	0.13866
485.0000	0.13712
484.0000	0.13316
483.0000	0.1311
482.0000	0.12905
481.0000	0.12617
480.0000	0.12424
479.0000	0.12279
478.0000	0.11943
477.0000	0.11758
476.0000	0.1148
475.0000	0.11279
474.0000	0.11158
473.0000	0.10952
472.0000	0.10817
471.0000	0.10708
470.0000	0.10524
469.0000	0.10496
468.0000	0.10263
467.0000	0.10357
466.0000	0.10049
465.0000	0.09983
464.0000	0.10156
463.0000	0.09941
462.0000	0.09915
461.0000	0.09905
460.0000	0.09769
459.0000	0.09692
458.0000	0.09707
457.0000	0.09596
456.0000	0.09699
455.0000	0.09625
454.0000	0.09572
453.0000	0.09354
452.0000	0.09268
451.0000	0.09398
450.0000	0.09436
449.0000	0.09384
448.0000	0.09284
447.0000	0.09313
446.0000	0.09348
445.0000	0.09271
444.0000	0.09263
443.0000	0.09153
442.0000	0.0926
441.0000	0.09038
440.0000	0.09238
439.0000	0.09373
438.0000	0.09028
437.0000	0.09268
436.0000	0.09231
435.0000	0.09054
434.0000	0.09114
433.0000	0.09183
432.0000	0.09273
431.0000	0.09243
430.0000	0.09111
429.0000	0.09265
428.0000	0.09099
427.0000	0.09263
426.0000	0.09351
425.0000	0.0941
424.0000	0.09389
423.0000	0.09351
422.0000	0.09422
421.0000	0.09338
420.0000	0.0944
419.0000	0.09563
418.0000	0.09536
417.0000	0.09645
416.0000	0.09538
415.0000	0.09552
414.0000	0.09657
413.0000	0.09686
412.0000	0.09745
411.0000	0.09756
410.0000	0.09806
409.0000	0.09854
408.0000	0.10033
407.0000	0.10019
406.0000	0.10026
405.0000	0.10165
404.0000	0.10176
403.0000	0.10281
402.0000	0.10325
401.0000	0.10328
400.0000	0.10118
