Wavelength,Absorbance
350.0,-0.003016999999999999
349.0,-0.002027000000000001
348.0,0.001233000000000005
347.0,-0.0018669999999999937
346.0,0.0003230000000000108
345.0,-0.0004170000000000007
344.0,0.0008729999999999988
343.0,-0.002576999999999996
342.0,-0.0006069999999999895
341.0,-0.0009069999999999911
340.0,0.0008230000000000043
339.0,0.003362999999999998
338.0,0.003173000000000009
337.0,0.0038530000000000023
336.0,0.003923000000000003
335.0,0.004293000000000005
334.0,0.005203000000000006
333.0,0.004233000000000001
332.0,0.005173000000000004
331.0,0.0051330000000000126
330.0,0.005042999999999999
329.0,0.004473000000000005
328.0,0.0050030000000000074
327.0,0.005253000000000008
326.0,0.006043000000000014
325.0,0.005843000000000001
324.0,0.00571300000000001
323.0,0.006403000000000006
322.0,0.005753000000000008
321.0,0.006163000000000009
320.0,0.007283000000000005
319.0,0.0060130000000000045
318.0,0.005863000000000007
317.0,0.0068030000000000035
316.0,0.0068130000000000066
315.0,0.007313000000000007
314.0,0.008493
313.0,0.006933000000000002
312.0,0.008533000000000006
311.0,0.008713000000000005
310.0,0.008892999999999998
309.0,0.009733000000000006
308.0,0.008513
307.0,0.009613000000000003
306.0,0.010043000000000003
305.0,0.009243000000000001
304.0,0.008932999999999996
303.0,0.011793000000000012
302.0,0.011593
301.0,0.011963000000000008
300.0,0.011763000000000003
299.0,0.010723000000000003
298.0,0.011112999999999998
297.0,0.012123000000000002
296.0,0.014103000000000004
295.0,0.013393000000000002
294.0,0.015853
293.0,0.015563
292.0,0.01595300000000001
291.0,0.01652300000000001
290.0,0.01895300000000001
289.0,0.019463000000000008
288.0,0.020073000000000008
287.0,0.021803000000000003
286.0,0.02242300000000002
285.0,0.024312999999999994
284.0,0.025433000000000004
283.0,0.02666300000000002
282.0,0.02756299999999999
281.0,0.029942999999999997
280.0,0.029392999999999996
279.0,0.031223
278.0,0.030882999999999994
277.0,0.032553000000000006
276.0,0.03474300000000002
275.0,0.035462999999999995
274.0,0.03495300000000001
273.0,0.036272999999999986
272.0,0.03730300000000002
271.0,0.03689300000000001
270.0,0.038002999999999995
269.0,0.039383
268.0,0.038743000000000014
267.0,0.039303000000000005
266.0,0.038883
265.0,0.040962999999999986
264.0,0.041832999999999995
263.0,0.042493
262.0,0.04330300000000001
261.0,0.043713
260.0,0.04523300000000001
259.0,0.048903000000000016
258.0,0.05074300000000001
257.0,0.055362999999999996
256.0,0.062183000000000016
255.0,0.07063299999999999
254.0,0.07944299999999999
253.0,0.09679300000000002
252.0,0.11708299999999999
251.0,0.14763300000000001
250.0,0.187193
249.0,0.23790299999999998
248.0,0.301563
247.0,0.378803
246.0,0.47200299999999995
245.0,0.577383
244.0,0.697713
243.0,0.827253
242.0,0.9596330000000001
241.0,1.0936730000000001
240.0,1.2221130000000002
239.0,1.346343
238.0,1.456063
237.0,1.555033
236.0,1.6381130000000002
235.0,1.699003
234.0,1.7619430000000003
233.0,1.800743
232.0,1.832243
231.0,1.8676030000000001
230.0,1.8961530000000002
229.0,1.9369830000000001
228.0,1.9726129999999997
227.0,2.026763
226.0,2.0946529999999997
225.0,2.1678729999999997
224.0,2.240633
223.0,2.323423
222.0,2.410443
221.0,2.460193
220.0,2.4821429999999998
219.0,2.486503
218.0,2.4916729999999996
217.0,2.454023
216.0,2.4522429999999997
215.0,2.4242929999999996
214.0,2.3739129999999995
213.0,2.339083
212.0,2.332903
211.0,2.274363
210.0,2.2237929999999997
209.0,2.152973
208.0,2.065913
207.0,1.963483
206.0,1.8794329999999997
205.0,1.703853
204.0,1.4857329999999997
203.0,1.2396529999999997
202.0,0.8905029999999998
201.0,0.5828229999999999
200.0,0.35047300000000003
199.0,0.2908630000000001
198.0,0.2614130000000001
197.0,0.25686300000000006
196.0,0.23105299999999995
195.0,0.2105030000000001
194.0,0.18703300000000023
193.0,0.1991529999999999
192.0,0.200013
191.0,0.1862029999999999
190.0,0.16939300000000002
