TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/10
TIME	11:43:01
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	350.0000
LASTX	190.0000
NPOINTS	161
FIRSTY	0.07158
MAXY	2.47430
MINY	0.06708
350.0000	0.07158
349.0000	0.06983
348.0000	0.06888
347.0000	0.07147
346.0000	0.07095
345.0000	0.07018
344.0000	0.07241
343.0000	0.06708
342.0000	0.07021
341.0000	0.06871
340.0000	0.07265
339.0000	0.07362
338.0000	0.07265
337.0000	0.07262
336.0000	0.07251
335.0000	0.0711
334.0000	0.07236
333.0000	0.07379
332.0000	0.07288
331.0000	0.07363
330.0000	0.07232
329.0000	0.07272
328.0000	0.07425
327.0000	0.07334
326.0000	0.07318
325.0000	0.07315
324.0000	0.07426
323.0000	0.07444
322.0000	0.07407
321.0000	0.07355
320.0000	0.07469
319.0000	0.07533
318.0000	0.07513
317.0000	0.07469
316.0000	0.07501
315.0000	0.07601
314.0000	0.07547
313.0000	0.07703
312.0000	0.0754
311.0000	0.07665
310.0000	0.07692
309.0000	0.07765
308.0000	0.07712
307.0000	0.07702
306.0000	0.07643
305.0000	0.07747
304.0000	0.07871
303.0000	0.07891
302.0000	0.0802
301.0000	0.07871
300.0000	0.08004
299.0000	0.08005
298.0000	0.08189
297.0000	0.07999
296.0000	0.08236
295.0000	0.08158
294.0000	0.08356
293.0000	0.08415
292.0000	0.08367
291.0000	0.08638
290.0000	0.08378
289.0000	0.08632
288.0000	0.0863
287.0000	0.08665
286.0000	0.08928
285.0000	0.09051
284.0000	0.09166
283.0000	0.09222
282.0000	0.09185
281.0000	0.09394
280.0000	0.09441
279.0000	0.09508
278.0000	0.09579
277.0000	0.09663
276.0000	0.09672
275.0000	0.09778
274.0000	0.09805
273.0000	0.09916
272.0000	0.09905
271.0000	0.09993
270.0000	0.1015
269.0000	0.10258
268.0000	0.10142
267.0000	0.10302
266.0000	0.10343
265.0000	0.1027
264.0000	0.10393
263.0000	0.1042
262.0000	0.10558
261.0000	0.10499
260.0000	0.10734
259.0000	0.1084
258.0000	0.10932
257.0000	0.1108
256.0000	0.11374
255.0000	0.1183
254.0000	0.1235
253.0000	0.13083
252.0000	0.14229
251.0000	0.15621
250.0000	0.17339
249.0000	0.19638
248.0000	0.22719
247.0000	0.26622
246.0000	0.31237
245.0000	0.36682
244.0000	0.43079
243.0000	0.50072
242.0000	0.57688
241.0000	0.6537
240.0000	0.73359
239.0000	0.80884
238.0000	0.88331
237.0000	0.95101
236.0000	1.01347
235.0000	1.06949
234.0000	1.11355
233.0000	1.15172
232.0000	1.18816
231.0000	1.21518
230.0000	1.2431
229.0000	1.27872
228.0000	1.3132
227.0000	1.35731
226.0000	1.41433
225.0000	1.47688
224.0000	1.56138
223.0000	1.65298
222.0000	1.76955
221.0000	1.89
220.0000	2.02211
219.0000	2.16618
218.0000	2.28728
217.0000	2.39864
216.0000	2.44208
215.0000	2.4743
214.0000	2.4716
213.0000	2.43083
212.0000	2.42083
211.0000	2.39312
210.0000	2.37961
209.0000	2.33742
208.0000	2.29142
207.0000	2.25704
206.0000	2.20676
205.0000	2.17028
204.0000	2.12182
203.0000	2.05051
202.0000	2.03174
201.0000	1.98728
200.0000	1.91296
199.0000	1.84827
198.0000	1.78195
197.0000	1.73253
196.0000	1.63551
195.0000	1.54486
194.0000	1.45407
193.0000	1.28774
192.0000	1.13931
191.0000	1.02872
190.0000	0.84637
