Wavelength,Absorbance
350.0,-0.0022946666666666463
349.0,-0.004294666666666655
348.0,-0.0007746666666666527
347.0,2.5333333333349417e-05
346.0,-0.00032466666666664673
345.0,0.0017353333333333387
344.0,0.0020753333333333457
343.0,-0.0023146666666666454
342.0,1.5333333333346355e-05
341.0,-0.0011746666666666572
340.0,0.0015753333333333452
339.0,0.004095333333333347
338.0,0.004725333333333345
337.0,0.00290533333333335
336.0,0.00469533333333335
335.0,0.004015333333333343
334.0,0.004715333333333342
333.0,0.004125333333333342
332.0,0.004845333333333347
331.0,0.004565333333333352
330.0,0.0063353333333333525
329.0,0.004435333333333347
328.0,0.00485533333333335
327.0,0.005625333333333343
326.0,0.006135333333333347
325.0,0.004715333333333349
324.0,0.004555333333333342
323.0,0.006295333333333347
322.0,0.005005333333333348
321.0,0.004975333333333352
320.0,0.006705333333333348
319.0,0.005625333333333343
318.0,0.005105333333333351
317.0,0.005625333333333343
316.0,0.005915333333333349
315.0,0.00740533333333334
314.0,0.007165333333333343
313.0,0.006395333333333343
312.0,0.007985333333333351
311.0,0.006365333333333355
310.0,0.0076753333333333396
309.0,0.007175333333333353
308.0,0.006315333333333346
307.0,0.008395333333333345
306.0,0.008645333333333345
305.0,0.006735333333333343
304.0,0.007185333333333349
303.0,0.00800533333333335
302.0,0.008555333333333338
301.0,0.009305333333333353
300.0,0.008835333333333355
299.0,0.00888533333333335
298.0,0.008845333333333344
297.0,0.009745333333333349
296.0,0.010795333333333351
295.0,0.009395333333333339
294.0,0.011075333333333347
293.0,0.012155333333333344
292.0,0.011495333333333344
291.0,0.013525333333333348
290.0,0.014525333333333348
289.0,0.014275333333333348
288.0,0.014925333333333346
287.0,0.015645333333333344
286.0,0.016665333333333344
285.0,0.01779533333333335
284.0,0.018745333333333343
283.0,0.01981533333333335
282.0,0.020725333333333346
281.0,0.02127533333333334
280.0,0.021645333333333343
279.0,0.023085333333333347
278.0,0.021705333333333354
277.0,0.02302533333333335
276.0,0.023425333333333347
275.0,0.02418533333333335
274.0,0.023305333333333345
273.0,0.024165333333333344
272.0,0.026805333333333348
271.0,0.026565333333333357
270.0,0.029465333333333357
269.0,0.030925333333333346
268.0,0.03176533333333334
267.0,0.03390533333333336
266.0,0.035405333333333344
265.0,0.036475333333333346
264.0,0.03907533333333334
263.0,0.039015333333333346
262.0,0.04125533333333334
261.0,0.04095533333333336
260.0,0.043515333333333336
259.0,0.044675333333333345
258.0,0.04758533333333334
257.0,0.052185333333333334
256.0,0.05501533333333336
255.0,0.06070533333333335
254.0,0.06874533333333335
253.0,0.07878533333333335
252.0,0.09395533333333335
251.0,0.11512533333333334
250.0,0.14525533333333335
249.0,0.17991533333333332
248.0,0.22765533333333335
247.0,0.2852153333333333
246.0,0.3547553333333333
245.0,0.4349653333333333
244.0,0.5286053333333334
243.0,0.6290253333333333
242.0,0.7349253333333334
241.0,0.8439353333333333
240.0,0.9501753333333333
239.0,1.0559953333333332
238.0,1.1509653333333334
237.0,1.2377253333333333
236.0,1.3155153333333334
235.0,1.3778753333333333
234.0,1.4274453333333335
233.0,1.4725153333333334
232.0,1.5092453333333333
231.0,1.5440753333333332
230.0,1.5704653333333334
229.0,1.6081453333333333
228.0,1.6486353333333332
227.0,1.6988953333333332
226.0,1.7727453333333334
225.0,1.8457453333333333
224.0,1.9463453333333334
223.0,2.0252353333333337
222.0,2.1579253333333335
221.0,2.2512653333333335
220.0,2.333005333333334
219.0,2.4009653333333336
218.0,2.4552153333333333
217.0,2.4241353333333335
216.0,2.4538453333333337
215.0,2.4037753333333334
214.0,2.3776053333333333
213.0,2.338095333333334
212.0,2.2942853333333337
211.0,2.255115333333334
210.0,2.2044953333333335
209.0,2.1586753333333335
208.0,2.0747453333333334
207.0,1.9602653333333335
206.0,1.8394453333333334
205.0,1.6958253333333335
204.0,1.4901553333333335
203.0,1.2287653333333335
202.0,0.8695653333333331
201.0,0.5707753333333332
200.0,0.3683753333333333
199.0,0.2847153333333332
198.0,0.27358533333333335
197.0,0.2585953333333333
196.0,0.23150533333333323
195.0,0.22631533333333342
194.0,0.19388533333333346
193.0,0.18644533333333313
192.0,0.19325533333333333
191.0,0.15506533333333328
190.0,0.15865533333333337
