Wavelength,Absorbance
350.0,0.0007113333333333485
349.0,-0.0005886666666666401
348.0,0.003801333333333358
347.0,0.0019613333333333566
346.0,-0.0005486666666666487
345.0,0.0014013333333333516
344.0,0.0038313333333333532
343.0,-0.002618666666666644
342.0,0.005221333333333349
341.0,-0.0018286666666666451
340.0,0.0007013333333333593
339.0,0.0028513333333333515
338.0,0.00348133333333335
337.0,0.002661333333333356
336.0,0.00382133333333335
335.0,0.0036413333333333575
334.0,0.0025013333333333485
333.0,0.0024813333333333493
332.0,0.0035013333333333493
331.0,0.003811333333333361
330.0,0.00518133333333335
329.0,0.00434133333333335
328.0,0.004731333333333351
327.0,0.004731333333333351
326.0,0.004961333333333352
325.0,0.0035213333333333485
324.0,0.00410133333333336
323.0,0.005111333333333357
322.0,0.00417133333333336
321.0,0.004221333333333348
320.0,0.005411333333333358
319.0,0.00459133333333335
318.0,0.0039713333333333545
317.0,0.00571133333333336
316.0,0.005451333333333357
315.0,0.006301333333333346
314.0,0.006861333333333358
313.0,0.005831333333333348
312.0,0.006961333333333354
311.0,0.006791333333333351
310.0,0.006061333333333349
309.0,0.006661333333333352
308.0,0.005841333333333358
307.0,0.006761333333333362
306.0,0.007141333333333354
305.0,0.0059913333333333485
304.0,0.006281333333333347
303.0,0.00850133333333336
302.0,0.008461333333333355
301.0,0.008661333333333361
300.0,0.007291333333333351
299.0,0.008251333333333354
298.0,0.007851333333333349
297.0,0.008781333333333356
296.0,0.009481333333333355
295.0,0.009061333333333352
294.0,0.011501333333333356
293.0,0.011371333333333351
292.0,0.011381333333333354
291.0,0.01165133333333336
290.0,0.01336133333333335
289.0,0.013141333333333352
288.0,0.014101333333333355
287.0,0.014551333333333347
286.0,0.01489133333333336
285.0,0.01613133333333335
284.0,0.016411333333333354
283.0,0.016961333333333356
282.0,0.017091333333333347
281.0,0.01866133333333335
280.0,0.017411333333333355
279.0,0.01859133333333335
278.0,0.017721333333333353
277.0,0.01815133333333336
276.0,0.019241333333333353
275.0,0.020621333333333353
274.0,0.02017133333333336
273.0,0.02051133333333334
272.0,0.02159133333333335
271.0,0.020401333333333355
270.0,0.021091333333333365
269.0,0.022051333333333353
268.0,0.021121333333333353
267.0,0.022481333333333353
266.0,0.02275133333333336
265.0,0.022391333333333346
264.0,0.02245133333333335
263.0,0.02181133333333335
262.0,0.02220133333333335
261.0,0.02296133333333336
260.0,0.02335133333333335
259.0,0.022821333333333346
258.0,0.024141333333333362
257.0,0.024751333333333347
256.0,0.02542133333333335
255.0,0.02700133333333335
254.0,0.02768133333333335
253.0,0.02954133333333335
252.0,0.030931333333333366
251.0,0.03567133333333335
250.0,0.04117133333333335
249.0,0.04485133333333334
248.0,0.05395133333333335
247.0,0.06418133333333335
246.0,0.07815133333333334
245.0,0.09190133333333336
244.0,0.11224133333333336
243.0,0.13333133333333336
242.0,0.15680133333333335
241.0,0.18167133333333338
240.0,0.20506133333333335
239.0,0.23397133333333342
238.0,0.25984133333333337
237.0,0.28798133333333337
236.0,0.3118313333333334
235.0,0.33470133333333335
234.0,0.3532113333333333
233.0,0.3726413333333333
232.0,0.38928133333333337
231.0,0.40509133333333336
230.0,0.41958133333333325
229.0,0.43413133333333337
228.0,0.44913133333333327
227.0,0.46737133333333336
226.0,0.48794133333333334
225.0,0.5104213333333334
224.0,0.5438713333333334
223.0,0.5777613333333333
222.0,0.6228313333333334
221.0,0.6728113333333333
220.0,0.7311913333333333
219.0,0.8012213333333333
218.0,0.8865913333333334
217.0,0.9913213333333335
216.0,1.1171213333333334
215.0,1.2772213333333333
214.0,1.4676613333333335
213.0,1.6940713333333335
212.0,1.9015713333333335
211.0,2.0256213333333335
210.0,2.0382613333333333
209.0,1.9970213333333333
208.0,1.9374713333333333
207.0,1.8478213333333335
206.0,1.7611613333333334
205.0,1.5917013333333334
204.0,1.3783713333333334
203.0,1.1398213333333334
202.0,0.8001213333333335
201.0,0.4809213333333333
200.0,0.27773133333333333
199.0,0.20501133333333343
198.0,0.18880133333333338
197.0,0.16424133333333324
196.0,0.12479133333333348
195.0,0.14430133333333361
194.0,0.11654133333333339
193.0,0.1320313333333334
192.0,0.13096133333333349
191.0,0.08672133333333332
190.0,0.07346133333333338
