TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/10
TIME	11:13:29
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	350.0000
LASTX	190.0000
NPOINTS	161
FIRSTY	0.07254
MAXY	2.23020
MINY	0.06957
350.0000	0.07254
349.0000	0.07414
348.0000	0.06957
347.0000	0.07061
346.0000	0.07279
345.0000	0.07254
344.0000	0.07458
343.0000	0.07174
342.0000	0.07226
341.0000	0.07172
340.0000	0.07194
339.0000	0.07061
338.0000	0.07026
337.0000	0.07084
336.0000	0.0705
335.0000	0.06994
334.0000	0.07141
333.0000	0.07195
332.0000	0.0713
331.0000	0.07024
330.0000	0.07151
329.0000	0.07137
328.0000	0.0709
327.0000	0.07121
326.0000	0.07102
325.0000	0.07256
324.0000	0.07317
323.0000	0.07175
322.0000	0.07182
321.0000	0.07254
320.0000	0.07362
319.0000	0.07406
318.0000	0.07347
317.0000	0.07348
316.0000	0.07466
315.0000	0.07449
314.0000	0.07494
313.0000	0.07375
312.0000	0.07422
311.0000	0.07496
310.0000	0.07576
309.0000	0.076
308.0000	0.07507
307.0000	0.07562
306.0000	0.07557
305.0000	0.07677
304.0000	0.07695
303.0000	0.07751
302.0000	0.07902
301.0000	0.07828
300.0000	0.07848
299.0000	0.07899
298.0000	0.0793
297.0000	0.08003
296.0000	0.08126
295.0000	0.08113
294.0000	0.0824
293.0000	0.0833
292.0000	0.0823
291.0000	0.08493
290.0000	0.08479
289.0000	0.08498
288.0000	0.08616
287.0000	0.08628
286.0000	0.08925
285.0000	0.08882
284.0000	0.08938
283.0000	0.08922
282.0000	0.08976
281.0000	0.09071
280.0000	0.09138
279.0000	0.09159
278.0000	0.09284
277.0000	0.0932
276.0000	0.09338
275.0000	0.09447
274.0000	0.09313
273.0000	0.09497
272.0000	0.09506
271.0000	0.09615
270.0000	0.09611
269.0000	0.09699
268.0000	0.0978
267.0000	0.0985
266.0000	0.09876
265.0000	0.09793
264.0000	0.09818
263.0000	0.09868
262.0000	0.09962
261.0000	0.09935
260.0000	0.10069
259.0000	0.10082
258.0000	0.10165
257.0000	0.10243
256.0000	0.10415
255.0000	0.10452
254.0000	0.10547
253.0000	0.10977
252.0000	0.11171
251.0000	0.11635
250.0000	0.12089
249.0000	0.12812
248.0000	0.13582
247.0000	0.14774
246.0000	0.16278
245.0000	0.17822
244.0000	0.19894
243.0000	0.22168
242.0000	0.24585
241.0000	0.27188
240.0000	0.3
239.0000	0.32877
238.0000	0.35596
237.0000	0.38296
236.0000	0.40853
235.0000	0.43415
234.0000	0.45564
233.0000	0.47556
232.0000	0.49071
231.0000	0.50634
230.0000	0.52405
229.0000	0.5385
228.0000	0.55587
227.0000	0.57462
226.0000	0.60071
225.0000	0.62608
224.0000	0.66073
223.0000	0.69754
222.0000	0.74406
221.0000	0.79616
220.0000	0.86125
219.0000	0.93797
218.0000	1.02389
217.0000	1.13792
216.0000	1.27801
215.0000	1.45034
214.0000	1.66267
213.0000	1.89905
212.0000	2.10923
211.0000	2.2096
210.0000	2.2302
209.0000	2.20941
208.0000	2.19538
207.0000	2.14209
206.0000	2.12023
205.0000	2.08987
204.0000	2.0288
203.0000	1.98151
202.0000	1.9587
201.0000	1.90241
200.0000	1.85654
199.0000	1.78367
198.0000	1.74715
197.0000	1.66008
196.0000	1.58903
195.0000	1.47677
194.0000	1.37745
193.0000	1.2342
192.0000	1.10765
191.0000	0.99163
190.0000	0.80172
