TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/10
TIME	11:45:31
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	350.0000
LASTX	190.0000
NPOINTS	161
FIRSTY	0.06474
MAXY	2.58359
MINY	0.06390
350.0000	0.06474
349.0000	0.06469
348.0000	0.0639
347.0000	0.06583
346.0000	0.06739
345.0000	0.06663
344.0000	0.06658
343.0000	0.06467
342.0000	0.0644
341.0000	0.06606
340.0000	0.07027
339.0000	0.07152
338.0000	0.07174
337.0000	0.07034
336.0000	0.07129
335.0000	0.06996
334.0000	0.07224
333.0000	0.07289
332.0000	0.07202
331.0000	0.07162
330.0000	0.07312
329.0000	0.07178
328.0000	0.07263
327.0000	0.07238
326.0000	0.07296
325.0000	0.0727
324.0000	0.07268
323.0000	0.07317
322.0000	0.07267
321.0000	0.0734
320.0000	0.07456
319.0000	0.07453
318.0000	0.07384
317.0000	0.0739
316.0000	0.07471
315.0000	0.07569
314.0000	0.07526
313.0000	0.07525
312.0000	0.07556
311.0000	0.0753
310.0000	0.07669
309.0000	0.07656
308.0000	0.07592
307.0000	0.07744
306.0000	0.07672
305.0000	0.07682
304.0000	0.07781
303.0000	0.07753
302.0000	0.07898
301.0000	0.07885
300.0000	0.07949
299.0000	0.07979
298.0000	0.08112
297.0000	0.08089
296.0000	0.08207
295.0000	0.08113
294.0000	0.08301
293.0000	0.08455
292.0000	0.08374
291.0000	0.08638
290.0000	0.0857
289.0000	0.08698
288.0000	0.08766
287.0000	0.0877
286.0000	0.09065
285.0000	0.09131
284.0000	0.09298
283.0000	0.09414
282.0000	0.09368
281.0000	0.0948
280.0000	0.09616
279.0000	0.09733
278.0000	0.09703
277.0000	0.09833
276.0000	0.09758
275.0000	0.09929
274.0000	0.09888
273.0000	0.10004
272.0000	0.10195
271.0000	0.10272
270.0000	0.10655
269.0000	0.10789
268.0000	0.10858
267.0000	0.11203
266.0000	0.11309
265.0000	0.11382
264.0000	0.11689
263.0000	0.1172
262.0000	0.12003
261.0000	0.11919
260.0000	0.12269
259.0000	0.12393
258.0000	0.12649
257.0000	0.13071
256.0000	0.13475
255.0000	0.13952
254.0000	0.14938
253.0000	0.15994
252.0000	0.17595
251.0000	0.19789
250.0000	0.22758
249.0000	0.26399
248.0000	0.31118
247.0000	0.36928
246.0000	0.43955
245.0000	0.52079
244.0000	0.61407
243.0000	0.7152
242.0000	0.82149
241.0000	0.93082
240.0000	1.03961
239.0000	1.14492
238.0000	1.24035
237.0000	1.32871
236.0000	1.40538
235.0000	1.47105
234.0000	1.52078
233.0000	1.56655
232.0000	1.60405
231.0000	1.63892
230.0000	1.66626
229.0000	1.70669
228.0000	1.74664
227.0000	1.7986
226.0000	1.87525
225.0000	1.94899
224.0000	2.05335
223.0000	2.13456
222.0000	2.26647
221.0000	2.36366
220.0000	2.44898
219.0000	2.51869
218.0000	2.57395
217.0000	2.54996
216.0000	2.58359
215.0000	2.53585
214.0000	2.51545
213.0000	2.48429
212.0000	2.45373
211.0000	2.42484
210.0000	2.39413
209.0000	2.37041
208.0000	2.32311
207.0000	2.26084
206.0000	2.21921
205.0000	2.19271
204.0000	2.14674
203.0000	2.10189
202.0000	2.02207
201.0000	1.98555
200.0000	1.93939
199.0000	1.86902
198.0000	1.80813
197.0000	1.74289
196.0000	1.6639
195.0000	1.56169
194.0000	1.45917
193.0000	1.31181
192.0000	1.17144
191.0000	1.01975
190.0000	0.87663
