Distance_(pixels),Gray_Value
1862,155.2355
1863,155.6059
1864,155.6667
1865,154.1553
1866,153.9369
1867,153.7078
1868,154.9779
1869,154.8071
1870,156.0315
1871,156.7984
1872,157.7658
1873,157.4768
1874,156.6667
1875,154.7644
1876,153.1376
1877,154.4183
1878,155.2237
1879,154.5084
1880,153.6667
1881,154.1658
1882,155.8149
1883,157.5717
1884,158.3476
1885,156.0969
1886,153.8185
1887,153.3598
1888,154.5663
1889,155.6099
1890,155.4102
1891,155.1451
1892,154.6671
1893,152.7620
1894,153.6321
1895,155.4973
1896,156.5540
1897,155.7206
1898,154.8129
1899,154.1591
1900,153.8021
1901,155.1611
1902,156.5606
1903,158.0648
1904,157.7263
1905,155.1867
1906,153.0518
1907,152.2290
1908,152.9605
1909,154.0934
1910,155.0834
1911,155.6787
1912,154.1885
1913,152.2205
1914,152.4595
1915,153.5462
1916,152.4466
1917,150.8430
1918,151.4908
1919,151.6667
1920,151.6667
1921,151.6667
1922,151.6667
1923,151.6667
1924,151.2279
1925,151.1660
1926,150.3458
1927,151.7330
1928,151.4973
1929,150.2999
1930,149.0934
1931,148.7937
1932,150.6393
1933,151.9105
1934,152.4657
1935,151.8944
1936,152.4790
1937,153.6856
1938,155.2370
1939,155.8379
1940,155.6616
1941,154.2503
1942,153.3391
1943,153.3540
1944,153.5885
1945,154.1813
1946,154.6667
1947,154.3798
1948,153.8067
1949,153.7231
1950,154.4159
1951,155.5154
1952,155.4004
1953,155.1181
1954,153.9338
1955,154.5205
1956,156.1935
1957,156.4641
1958,155.3419
1959,154.5442
1960,153.7304
1961,154.6480
1962,155.8155
1963,156.4119
1964,155.9090
1965,155.5522
1966,155.5912
1967,155.9652
1968,155.1745
1969,156.5663
1970,157.4615
1971,157.2128
1972,155.1556
1973,153.9364
1974,152.9346
1975,152.8589
1976,152.1714
1977,151.4572
1978,152.1527
1979,153.3592
1980,153.4973
1981,152.2536
1982,151.1018
1983,151.3797
1984,152.0000
1985,152.0000
1986,152.2826
1987,153.3381
1988,153.9252
1989,153.3765
1990,153.0000
1991,153.2261
1992,154.0355
1993,154.3140
1994,154.2964
1995,154.7788
1996,155.1619
1997,156.6482
1998,156.3713
1999,155.0003
2000,155.2693
2001,155.0434
2002,154.8089
2003,155.4643
2004,156.2074
2005,155.9152
2006,155.3479
2007,155.8755
2008,156.3162
2009,156.2596
2010,155.9327
2011,156.1210
2012,156.9711
2013,156.0731
2014,154.7516
2015,154.0159
2016,154.1523
2017,154.8311
2018,155.8030
2019,156.3333
2020,156.3333
2021,156.3409
2022,156.2564
2023,155.5542
2024,154.7446
2025,154.7475
2026,155.4258
2027,155.8968
2028,156.1451
2029,157.2132
2030,157.0662
2031,155.0879
2032,152.8940
2033,154.3930
2034,155.3751
2035,156.7961
2036,155.8554
2037,153.9468
2038,153.3392
2039,154.2148
2040,154.8142
2041,154.6623
2042,155.1499
2043,156.1027
2044,156.7970
2045,156.2897
2046,154.9607
2047,155.0174
2048,155.9626
2049,156.6056
2050,155.8532
2051,153.6827
2052,152.3333
2053,153.3118
2054,155.2558
2055,155.9001
2056,154.0819
2057,153.7287
2058,155.9214
2059,156.5483
2060,155.6810
2061,155.5251
2062,156.7626
2063,157.8209
2064,156.8111
2065,155.5936
2066,156.8077
2067,157.0572
2068,157.1985
2069,155.5809
2070,156.2979
2071,158.0208
2072,158.2747
2073,157.3918
2074,156.8021
2075,156.1053
2076,156.4165
2077,154.6994
2078,154.6083
2079,153.3946
2080,153.8838
2081,153.6245
2082,154.3681
2083,155.1879
2084,155.1049
2085,153.4850
2086,152.9206
2087,154.4123
2088,155.8693
2089,156.1142
2090,155.6667
2091,154.8172
2092,153.4160
2093,152.8002
2094,153.3481
2095,155.0843
2096,155.3826
2097,153.0080
2098,151.7147
2099,152.5603
2100,154.5201
2101,156.4093
2102,156.4133
2103,154.6637
2104,152.1869
2105,151.7318
2106,153.6754
2107,155.6233
2108,155.3021
2109,155.0478
2110,155.7058
2111,154.7023
2112,153.7775
2113,154.1170
2114,155.0760
2115,154.1424
2116,152.2178
2117,152.0115
2118,153.5524
2119,153.9776
2120,151.8742
2121,151.0999
2122,151.7041
2123,152.7694
2124,154.8040
2125,155.6667
2126,154.3338
2127,152.7331
2128,152.7416
2129,153.1134
2130,152.8197
2131,152.3431
2132,152.2249
2133,153.8541
2134,154.8087
2135,154.7034
2136,153.3303
2137,151.2592
2138,150.1323
2139,151.0591
2140,151.8295
2141,152.8357
2142,154.6602
2143,155.6348
2144,155.6667
2145,154.6308
2146,153.4518
2147,152.7342
2148,152.6667
2149,153.4667
2150,153.6132
2151,153.6206
2152,153.3579
2153,152.2947
2154,151.8980
2155,152.7058
2156,154.9037
2157,155.8432
2158,155.1795
2159,154.8324
2160,154.1748
2161,154.4221
2162,155.6178
2163,154.3910
2164,152.9743
2165,152.1618
2166,152.3403
2167,154.4797
2168,156.1227
2169,155.8036
2170,154.1092
2171,152.9514
2172,153.0839
2173,152.4230
2174,153.5299
2175,153.5950
2176,152.6812
2177,153.2491
2178,154.4556
2179,154.6337
2180,153.8926
2181,154.0733
2182,154.4061
2183,156.3357
2184,157.7932
2185,157.3377
2186,155.6492
2187,154.8432
2188,154.8132
2189,154.7888
2190,154.4163
2191,154.5168
2192,155.2621
2193,155.6667
2194,155.3680
2195,154.7701
2196,154.6439
2197,153.9540
2198,153.1748
2199,152.9403
2200,153.0771
2201,153.9429
2202,153.9214
2203,153.0022
2204,152.7677
2205,152.8312
2206,153.7121
2207,154.1697
2208,154.4955
2209,153.6667
2210,153.6667
2211,153.6376
2212,153.3795
2213,151.6669
2214,150.6054
2215,150.8524
2216,150.8846
2217,151.3327
2218,151.3333
2219,151.8226
2220,152.2103
2221,153.1164
2222,154.0269
2223,153.7201
2224,152.8673
2225,152.5092
2226,152.9554
2227,153.9483
2228,154.3333
2229,154.3333
2230,153.2697
2231,152.0630
2232,152.4861
2233,153.7022
2234,153.5123
2235,151.7731
2236,151.2225
2237,152.3066
2238,153.3232
2239,153.0070
2240,152.6754
2241,152.6530
2242,151.5222
2243,151.5001
2244,152.3333
2245,152.2226
2246,151.5400
2247,154.3017
2248,154.5724
2249,155.3326
2250,155.3333
2251,156.2023
2252,156.1636
2253,154.1692
2254,151.9907
2255,151.3571
2256,152.0601
2257,152.0043
2258,151.4439
2259,151.1882
2260,151.3659
2261,152.7486
2262,153.9658
2263,153.7010
2264,152.1887
2265,151.4463
2266,151.5433
2267,151.3333
2268,152.3088
2269,153.5656
2270,153.3223
2271,152.5727
2272,152.6877
2273,154.0675
2274,155.9477
2275,156.6135
2276,155.6337
2277,154.3724
2278,155.0278
2279,156.6308
2280,158.3333
2281,158.3333
2282,158.1554
2283,158.3333
2284,158.3151
2285,157.3431
2286,155.5392
2287,153.1481
2288,154.5464
2289,155.2317
2290,155.3333
2291,154.5862
2292,152.5595
2293,153.3890
2294,154.3398
2295,152.8118
2296,150.4936
2297,148.9692
2298,149.0148
2299,151.9767
2300,155.2213
2301,155.0886
2302,151.9656
2303,150.1558
2304,149.5489
2305,149.6838
2306,150.6281
2307,151.8180
2308,152.7126
2309,151.8487
2310,151.0144
2311,152.8506
2312,155.0971
2313,155.3484
2314,152.9776
2315,151.3333
2316,151.3536
2317,151.7716
2318,152.5619
2319,152.1324
2320,150.2389
2321,150.9763
2322,151.7138
2323,153.1991
2324,153.3290
2325,152.7044
2326,151.5918
2327,151.8252
2328,152.3250
2329,153.7379
2330,153.1542
2331,153.1292
2332,153.3882
2333,153.1802
2334,153.0463
2335,153.5776
2336,153.0845
2337,152.8182
2338,153.6778
2339,153.5883
2340,151.1900
2341,149.8011
2342,151.6738
2343,153.6988
2344,153.9057
2345,153.9096
2346,155.5579
2347,155.6434
2348,154.3627
2349,153.1359
2350,152.3571
2351,152.7609
2352,153.7092
2353,155.2623
2354,156.2336
2355,156.2291
2356,156.1502
2357,155.3119
2358,154.0864
2359,154.9588
2360,155.0261
2361,155.1802
2362,155.0836
2363,154.1580
2364,154.7772
2365,155.2562
2366,155.1075
2367,154.8730
2368,154.8789
2369,154.3629
2370,154.5060
2371,155.0000
2372,155.5531
2373,156.8056
2374,157.7687
2375,157.0586
2376,155.0899
2377,154.4723
2378,155.0919
2379,155.6053
2380,154.9421
2381,154.7131
2382,154.8239
2383,153.8756
2384,152.9107
2385,153.1889
2386,154.3889
2387,156.1582
2388,155.7909
2389,154.3611
2390,154.0678
2391,155.2615
2392,155.0070
2393,155.0000
2394,155.5065
2395,154.3974
2396,154.0085
2397,154.0240
2398,153.1752
2399,153.7967
2400,155.6401
2401,155.8990
2402,154.7173
2403,153.9812
2404,154.9420
2405,156.0391
2406,155.6730
2407,154.3629
2408,152.3891
2409,150.4944
2410,150.3851
2411,150.9648
2412,151.6808
2413,152.2856
2414,152.7733
2415,151.9019
2416,150.4811
2417,149.4820
2418,150.5937
2419,152.2442
2420,152.1443
2421,151.3513
2422,152.2006
2423,153.1362
2424,152.3987
2425,151.7666
2426,152.0791
2427,153.2285
2428,155.1070
2429,154.3468
2430,154.0977
2431,153.8632
2432,152.7563
2433,152.7269
2434,152.1889
2435,151.2708
2436,152.5402
2437,153.6319
2438,154.4915
2439,155.0088
2440,155.2476
2441,155.8033
2442,156.4244
2443,156.9511
2444,156.1921
2445,155.0717
2446,153.3850
2447,151.6586
2448,150.5759
2449,150.0000
2450,150.3681
2451,151.0000
2452,151.9208
2453,152.8267
2454,151.6632
2455,152.3342
2456,154.2000
2457,154.4800
2458,154.6130
2459,155.7723
2460,156.2855
2461,158.4733
2462,157.3943
2463,155.3780
2464,153.8175
2465,154.5096
2466,154.3214
2467,154.4616
2468,154.9019
2469,153.8068
2470,151.7011
2471,151.3266
2472,153.0480
2473,155.1012
2474,155.9556
2475,156.1227
2476,156.9970
2477,158.4074
2478,159.9811
2479,159.9927
2480,158.3904
2481,156.6372
2482,154.9995
2483,153.8886
2484,152.9711
2485,152.2920
2486,152.3338
2487,152.6116
2488,152.2870
2489,152.6531
2490,152.9935
2491,152.7567
2492,152.1256
2493,151.0263
2494,150.5431
2495,150.2139
2496,151.9387
2497,153.8741
2498,152.9464
2499,151.5865
2500,152.6237
2501,155.5859
2502,154.8064
2503,153.8061
2504,154.1441
2505,156.3051
2506,156.5388
2507,154.3437
2508,151.3364
2509,150.6667
2510,152.9577
2511,154.0666
2512,154.4627
2513,154.6451
2514,155.1141
2515,155.8730
2516,155.3747
2517,153.3706
2518,152.7137
2519,154.3082
2520,154.5928
2521,152.9552
2522,151.1277
2523,151.4522
2524,153.2951
2525,154.3521
2526,154.6827
2527,155.3486
2528,157.0482
2529,157.3312
2530,154.9181
2531,154.5489
2532,154.7192
2533,156.0430
2534,156.9700
2535,155.0261
2536,153.3101
2537,152.0693
2538,153.1342
2539,153.0583
2540,152.1531
2541,152.0000
2542,151.9646
2543,152.3081
2544,152.1693
2545,152.7068
2546,153.6788
2547,153.5718
2548,152.4263
2549,151.3560
2550,151.0912
2551,151.9481
2552,152.7625
2553,153.0000
2554,152.5527
2555,152.0931
2556,153.2502
2557,154.6873
2558,154.2633
2559,152.3884
2560,151.3878
2561,151.5049
2562,150.5761
2563,149.7283
2564,149.3844
2565,149.7307
2566,149.8926
2567,149.8419
2568,151.2117
2569,152.1997
2570,153.4045
2571,153.6660
2572,152.9112
2573,153.1064
2574,153.6323
2575,154.5331
2576,153.8051
2577,153.9729
2578,154.2791
2579,153.7592
2580,152.8589
2581,152.5714
2582,153.3370
2583,154.3090
2584,156.4857
2585,156.7212
2586,156.1781
2587,155.9435
2588,156.1900
2589,155.3338
2590,152.9207
2591,151.2025
2592,151.1611
2593,151.8329
2594,151.7570
2595,151.7742
2596,152.1847
2597,152.3139
2598,151.4445
2599,150.7565
2600,150.8422
2601,149.7926
2602,150.3421
2603,149.5846
2604,148.6667
2605,148.6942
2606,150.2022
2607,151.4765
2608,151.0211
2609,150.0329
2610,150.5660
2611,153.2406
2612,153.1800
2613,154.3061
2614,153.0938
2615,152.1370
2616,150.7553
2617,150.5919
2618,150.0048
2619,150.2395
2620,150.8100
2621,150.7946
2622,150.6667
2623,151.1018
2624,150.8703
2625,149.7611
2626,149.4383
2627,150.1807
2628,150.8761
2629,150.4639
2630,150.1220
2631,150.6369
2632,150.4716
2633,150.4198
2634,151.3075
2635,150.5042
2636,149.6667
2637,149.6667
2638,149.5972
2639,148.8157
2640,149.8723
2641,151.4516
2642,153.3840
2643,152.3355
2644,151.7331
2645,150.4455
2646,149.4180
2647,149.6358
2648,149.7012
2649,149.7212
2650,150.0457
2651,151.6028
2652,152.5921
2653,152.7953
2654,151.7280
2655,150.7899
2656,150.0128
2657,149.0973
2658,149.4108
2659,150.3644
2660,150.4647
2661,151.0458
2662,151.7833
2663,151.9377
2664,151.0016
2665,149.6992
2666,150.1683
2667,150.4885
2668,150.6382
2669,150.3529
2670,149.8168
2671,149.5916
2672,149.0087
2673,148.7611
2674,148.5853
2675,148.0282
2676,148.3220
2677,150.3553
2678,153.6100
2679,153.6667
2680,150.8914
2681,148.6651
2682,149.5390
2683,149.9044
2684,150.1390
2685,150.3735
2686,150.5637
2687,151.3957
2688,152.0800
2689,151.3488
2690,150.6317
2691,151.4509
2692,152.5339
2693,152.6940
2694,151.5327
2695,150.6667
2696,151.0069
2697,151.3794
2698,151.2458
2699,151.0633
2700,151.4419
2701,151.2074
2702,150.7586
2703,149.7899
2704,149.8707
2705,150.5969
2706,151.2986
2707,151.3869
2708,150.2985
2709,148.5918
2710,148.2850
2711,149.2979
2712,149.7322
2713,150.3939
2714,151.6254
2715,153.0698
2716,153.6211
2717,151.8423
2718,152.4348
2719,153.8608
2720,152.2880
2721,148.6768
2722,147.8779
2723,150.6849
2724,151.2479
2725,150.8715
2726,152.7018
2727,152.7639
2728,149.7953
2729,146.5618
2730,146.1911
2731,147.6595
2732,150.0719
2733,150.8017
2734,149.3362
2735,149.3177
2736,150.2598
2737,151.1904
2738,151.8302
2739,152.2253
2740,152.4134
2741,152.2927
2742,152.7051
2743,152.8264
2744,151.3419
2745,149.4683
2746,149.7419
2747,150.4310
2748,150.6660
2749,151.0965
2750,150.6048
2751,149.9280
2752,150.2318
2753,151.1960
2754,151.7403
2755,151.5429
2756,150.7975
2757,151.8901
2758,153.2341
2759,154.2728
2760,152.0217
2761,151.6091
2762,151.1259
2763,151.2667
2764,151.3292
2765,151.0684
2766,151.2485
2767,149.7497
2768,150.1183
2769,152.1690
2770,153.3084
2771,153.1205
2772,152.3573
2773,151.6844
2774,150.9227
2775,151.9490
2776,154.4373
2777,156.3833
2778,156.1552
2779,156.2037
2780,154.8778
2781,153.5870
2782,151.4394
2783,149.9745
2784,149.6152
2785,151.3175
2786,150.2994
2787,149.3490
2788,149.2300
2789,149.4436
2790,150.7932
2791,150.1798
2792,151.9152
2793,152.6122
2794,151.1966
2795,150.8625
2796,151.9263
2797,151.9931
2798,150.7357
2799,150.4041
2800,151.0443
2801,150.9368
2802,151.9660
2803,153.1168
2804,152.6929
2805,152.3493
2806,153.0286
2807,152.9800
2808,151.9615
2809,151.9121
2810,152.6895
2811,152.6029
2812,151.7822
2813,152.1396
2814,152.8771
2815,153.6145
2816,154.2863
2817,154.7833
2818,155.7736
2819,155.6270
2820,153.9228
2821,150.9233
2822,151.1025
2823,155.2027
2824,155.3605
2825,155.5927
2826,152.5137
2827,152.4562
2828,151.9877
2829,153.8433
2830,155.2717
2831,153.6176
2832,151.0893
2833,150.6224
2834,152.4099
2835,154.6249
2836,155.0580
2837,153.9868
2838,154.1400
2839,154.8424
2840,153.7664
2841,152.7468
2842,152.1506
2843,152.6311
2844,153.3346
2845,153.5217
2846,154.0829
2847,154.4410
2848,154.4478
2849,153.8037
2850,153.7637
2851,154.1793
2852,154.7292
2853,153.7216
2854,153.2404
2855,151.5821
2856,152.2863
2857,150.7787
2858,152.8243
2859,155.9136
2860,156.6373
2861,153.2617
2862,150.6230
2863,150.2860
2864,150.7978
2865,150.0830
2866,148.9520
2867,147.9800
2868,147.6667
2869,147.6667
2870,149.0039
2871,149.9957
2872,149.3756
2873,148.5620
2874,148.1921
2875,148.2728
2876,148.6667
2877,148.2602
2878,147.2771
2879,147.1490
2880,148.0247
2881,148.2383
2882,147.7336
2883,148.2869
2884,150.0445
2885,150.0966
2886,149.5136
2887,149.8539
2888,150.2834
2889,149.5260
2890,147.5911
2891,145.7263
2892,146.9952
2893,147.8082
2894,148.1653
2895,147.9900
2896,148.0000
2897,148.8463
2898,149.8182
2899,151.6628
2900,153.2204
2901,152.9503
2902,150.6817
2903,148.4783
2904,147.7590
2905,149.0254
2906,149.6667
2907,149.5376
2908,149.1291
2909,148.9077
2910,148.9130
2911,148.2126
2912,147.6431
2913,147.9537
2914,147.9273
2915,147.7870
2916,147.7471
2917,147.0947
2918,145.7574
2919,146.0230
2920,145.0474
2921,143.8406
2922,144.9585
2923,146.7285
2924,147.4722
2925,148.6479
2926,148.9208
2927,149.6667
2928,149.6667
2929,150.4866
2930,149.9110
2931,147.9216
2932,146.8009
2933,147.5045
2934,149.3905
2935,149.7406
2936,149.6667
2937,150.3924
2938,149.9433
2939,149.6667
2940,149.3531
2941,148.3412
2942,147.6667
2943,147.6667
2944,147.9048
2945,148.0076
2946,148.1788
2947,148.7349
2948,149.6337
2949,151.0582
2950,151.5752
2951,151.6362
2952,151.0354
2953,149.2738
2954,146.9166
2955,147.6960
2956,148.1750
2957,149.9949
2958,151.6026
2959,150.5129
2960,148.2142
2961,147.6900
2962,148.3631
2963,149.5696
2964,149.6710
2965,148.1366
2966,146.6484
2967,147.1976
2968,147.0216
2969,148.1748
2970,148.6854
2971,150.2133
2972,149.1937
2973,148.4630
2974,147.6779
2975,149.0107
2976,151.1920
2977,151.3948
2978,150.4228
2979,149.6386
2980,148.5863
2981,148.3035
2982,149.0784
2983,150.4371
2984,150.5909
2985,149.9597
2986,150.1058
2987,150.7509
2988,150.8413
2989,149.6699
2990,150.0882
2991,150.6785
2992,150.0137
2993,148.8731
2994,150.2295
2995,153.1962
2996,153.9229
2997,152.7062
2998,153.7918
2999,153.9701
3000,151.8197
3001,149.3055
3002,149.5244
3003,149.1287
3004,147.4050
3005,145.9812
3006,144.0965
3007,145.1586
3008,147.2397
3009,148.5925
3010,148.7383
3011,148.7730
3012,150.6901
3013,152.6405
3014,153.3689
3015,151.6102
3016,149.4851
3017,149.0396
3018,150.1574
3019,151.7192
3020,151.7929
3021,152.2226
3022,152.5794
3023,151.3584
3024,150.8173
3025,150.6947
3026,149.9983
3027,148.7514
3028,148.9666
3029,149.8152
3030,150.7413
3031,151.5336
3032,151.4673
3033,151.7722
3034,152.9872
3035,151.3116
3036,148.8114
3037,151.7875
3038,153.3490
3039,153.5051
3040,150.5204
3041,151.4261
3042,151.5668
3043,152.5937
3044,152.1293
3045,151.9180
3046,152.6723
3047,153.3904
3048,152.6078
3049,150.8543
3050,149.4397
3051,149.2427
3052,149.6140
3053,152.3749
3054,154.6415
3055,153.6156
3056,152.5668
3057,152.0621
3058,151.7006
3059,151.8103
3060,153.2836
3061,154.3107
3062,155.5795
3063,154.2325
3064,154.2541
3065,154.9916
3066,155.8191
3067,154.4321
3068,154.5548
3069,156.0000
3070,156.0000
