Distance_(microns),Gray_Value
0.00000,287.000
0.00425,142.849
0.00850,245.784
0.01275,87.723
0.01700,4.634
0.02125,148.847
0.02550,119.693
0.02975,151.817
0.03400,162.588
0.03825,101.892
0.04250,13.983
0.04675,220.037
0.05100,313.873
0.05525,48.180
0.05950,11.999
0.06375,162.194
0.06800,263.955
0.07225,285.534
0.07650,251.505
0.08075,133.574
0.08500,131.024
0.08925,139.265
0.09350,20.351
0.09775,89.840
0.10201,235.328
0.10626,188.000
0.11051,246.214
0.11476,195.097
0.11901,219.284
0.12326,380.412
0.12751,137.152
0.13176,154.489
0.13601,140.743
0.14026,52.725
0.14451,45.583
0.14876,107.511
0.15301,176.072
0.15726,190.591
0.16151,96.010
0.16576,138.078
0.17001,142.855
0.17426,211.030
0.17851,33.491
0.18276,105.788
0.18701,143.000
0.19126,27.112
0.19551,36.680
0.19976,50.640
0.20401,53.606
0.20826,230.357
0.21251,199.132
0.21676,141.794
0.22101,271.372
0.22526,163.995
0.22951,85.785
0.23376,65.183
0.23801,118.556
0.24226,259.952
0.24651,236.561
0.25076,40.933
0.25501,107.499
0.25926,301.954
0.26351,255.290
0.26776,171.398
0.27201,102.021
0.27626,141.830
0.28051,94.480
0.28476,130.341
0.28901,242.285
0.29326,454.655
0.29752,157.563
0.30177,41.403
0.30602,186.954
0.31027,135.595
0.31452,222.534
0.31877,162.751
0.32302,127.426
0.32727,66.286
0.33152,188.318
0.33577,125.001
0.34002,191.640
0.34427,537.953
0.34852,255.555
0.35277,284.209
0.35702,219.256
0.36127,104.921
0.36552,94.030
0.36977,145.269
0.37402,150.355
0.37827,360.651
0.38252,312.849
0.38677,3.711
0.39102,240.480
0.39527,31.321
0.39952,73.339
0.40377,137.969
0.40802,97.753
0.41227,96.093
0.41652,102.330
0.42077,4.593
0.42502,54.650
0.42927,301.309
0.43352,212.357
0.43777,270.993
0.44202,253.807
0.44627,137.591
0.45052,178.506
0.45477,288.431
0.45902,143.400
0.46327,412.680
0.46752,245.764
0.47177,294.228
0.47602,184.265
0.48027,75.485
0.48452,176.427
0.48877,182.162
0.49303,206.247
0.49728,535.063
0.50153,358.402
0.50578,242.513
0.51003,408.055
0.51428,360.374
0.51853,349.208
0.52278,472.515
0.52703,784.321
0.53128,677.735
0.53553,327.894
0.53978,275.967
0.54403,203.806
0.54828,344.270
0.55253,373.328
0.55678,458.459
0.56103,503.183
0.56528,415.230
0.56953,230.504
0.57378,344.125
0.57803,576.066
0.58228,322.990
0.58653,325.967
0.59078,204.101
0.59503,457.763
0.59928,500.408
0.60353,494.911
0.60778,329.013
0.61203,637.077
0.61628,719.745
0.62053,633.693
0.62478,564.369
0.62903,680.574
0.63328,453.550
0.63753,695.144
0.64178,543.780
0.64603,96.263
0.65028,335.995
0.65453,744.836
0.65878,529.148
0.66303,631.426
0.66728,734.948
0.67153,428.351
0.67578,339.394
0.68003,684.874
0.68428,872.374
0.68854,701.880
0.69279,516.413
0.69704,298.312
0.70129,440.021
0.70554,1163.044
0.70979,791.048
0.71404,700.956
0.71829,584.302
0.72254,546.251
0.72679,534.652
0.73104,300.570
0.73529,559.474
0.73954,437.678
0.74379,805.509
0.74804,495.907
0.75229,337.091
0.75654,217.923
0.76079,500.510
0.76504,679.299
0.76929,507.752
0.77354,559.980
0.77779,284.082
0.78204,386.725
0.78629,228.923
0.79054,124.810
0.79479,284.595
0.79904,156.467
0.80329,318.100
0.80754,550.847
0.81179,370.791
0.81604,380.841
0.82029,186.002
0.82454,297.777
0.82879,314.983
0.83304,0.000
0.83729,0.000
0.84154,116.481
0.84579,272.633
0.85004,461.362
0.85429,201.190
0.85854,11.718
0.86279,258.750
0.86704,60.227
0.87129,110.086
0.87554,319.828
0.87980,208.228
0.88405,91.091
0.88830,154.298
0.89255,2.818
0.89680,94.593
0.90105,40.579
0.90530,60.622
0.90955,15.620
0.91380,57.215
0.91805,83.219
0.92230,296.112
0.92655,397.026
0.93080,200.535
0.93505,143.000
0.93930,143.000
0.94355,94.890
0.94780,0.000
0.95205,20.359
0.95630,40.702
0.96055,96.743
0.96480,33.491
0.96905,28.085
0.97330,0.000
0.97755,37.378
0.98180,55.857
0.98605,101.004
0.99030,28.706
0.99455,80.931
0.99880,8.768
1.00305,0.000
1.00730,47.168
1.01155,130.653
1.01580,20.898
1.02005,48.375
1.02430,17.944
1.02855,204.848
1.03280,121.628
1.03705,28.945
1.04130,5.763
1.04555,14.695
1.04980,17.543
1.05405,97.296
1.05830,350.178
1.06255,135.300
1.06680,67.432
1.07105,0.000
1.07530,28.706
1.07956,141.488
1.08381,254.701
1.08806,34.694
1.09231,0.000
1.09656,0.000
1.10081,101.395
1.10506,187.654
1.10931,6.379
1.11356,0.000
1.11781,0.000
1.12206,21.082
1.12631,1.755
1.13056,81.466
1.13481,38.900
1.13906,72.297
1.14331,3.251E-9
