Distance_(microns),Gray_Value
0.000000,0.000
0.004250,0.000
0.008500,0.000
0.012751,105.598
0.017001,45.941
0.021251,105.888
0.025501,79.793
0.029752,1.734
0.034002,0.000
0.038252,96.959
0.042502,101.860
0.046752,4.354
0.051003,175.959
0.055253,138.001
0.059503,113.476
0.063753,63.171
0.068003,37.221
0.072254,122.217
0.076504,183.332
0.080754,211.997
0.085004,16.815
0.089255,251.793
0.093505,24.487
0.097755,39.510
0.102005,150.460
0.106255,90.944
0.110506,143.524
0.114756,147.219
0.119006,277.264
0.123256,132.914
0.127507,14.017
0.131757,92.515
0.136007,47.510
0.140257,98.651
0.144507,157.846
0.148758,57.261
0.153008,73.521
0.157258,362.214
0.161508,159.790
0.165758,202.701
0.170009,199.782
0.174259,136.350
0.178509,118.764
0.182759,151.751
0.187010,104.465
0.191260,60.459
0.195510,93.167
0.199760,28.274
0.204010,6.511
0.208261,235.034
0.212511,222.312
0.216761,413.740
0.221011,235.365
0.225262,196.691
0.229512,322.620
0.233762,468.731
0.238012,266.745
0.242262,213.717
0.246513,284.509
0.250763,300.376
0.255013,255.713
0.259263,397.549
0.263513,154.442
0.267764,187.193
0.272014,263.999
0.276264,266.446
0.280514,376.700
0.284765,205.837
0.289015,253.806
0.293265,494.284
0.297515,422.196
0.301765,488.085
0.306016,528.562
0.310266,524.457
0.314516,587.713
0.318766,553.092
0.323017,603.249
0.327267,430.047
0.331517,842.918
0.335767,997.612
0.340017,710.672
0.344268,619.664
0.348518,794.649
0.352768,683.496
0.357018,668.502
0.361268,582.683
0.365519,628.391
0.369769,956.572
0.374019,1131.158
0.378269,848.734
0.382520,1090.678
0.386770,1123.772
0.391020,827.685
0.395270,1137.396
0.399520,1295.502
0.403771,1314.993
0.408021,1190.808
0.412271,1010.655
0.416521,956.613
0.420772,1175.555
0.425022,1077.057
0.429272,1170.750
0.433522,1475.551
0.437772,1295.343
0.442023,996.508
0.446273,1132.849
0.450523,1152.567
0.454773,1280.518
0.459023,1141.102
0.463274,1253.011
0.467524,1437.078
0.471774,1318.199
0.476024,1406.518
0.480275,1714.508
0.484525,1457.729
0.488775,1068.924
0.493025,909.332
0.497275,822.885
0.501526,927.385
0.505776,1143.497
0.510026,1215.731
0.514276,1027.632
0.518526,1051.195
0.522777,1261.243
0.527027,1287.517
0.531277,1465.672
0.535527,1224.272
0.539778,774.069
0.544028,708.664
0.548278,639.916
0.552528,864.298
0.556778,791.854
0.561029,711.816
0.565279,715.632
0.569529,762.258
0.573779,705.409
0.578030,795.499
0.582280,764.714
0.586530,531.313
0.590780,352.828
0.595030,496.816
0.599281,610.786
0.603531,532.608
0.607781,469.249
0.612031,547.845
0.616282,527.524
0.620532,526.712
0.624782,461.615
0.629032,367.990
0.633282,193.938
0.637533,222.866
0.641783,436.736
0.646033,199.804
0.650283,293.855
0.654533,464.924
0.658784,230.711
0.663034,223.389
0.667284,238.402
0.671534,237.911
0.675785,219.012
0.680035,406.697
0.684285,298.754
0.688535,138.290
0.692785,207.907
0.697036,148.567
0.701286,117.806
0.705536,210.083
0.709786,280.894
0.714037,246.177
0.718287,103.129
0.722537,66.081
0.726787,75.749
0.731037,4.192
0.735288,22.738
0.739538,132.926
0.743788,283.555
0.748038,236.649
0.752288,87.418
0.756539,70.087
0.760789,86.912
0.765039,107.000
0.769289,171.135
0.773540,333.764
0.777790,70.198
0.782040,26.939
0.786290,119.722
0.790540,29.913
0.794791,139.160
0.799041,26.811
0.803291,145.609
0.807541,24.385
0.811792,107.617
0.816042,113.661
0.820292,20.477
0.824542,0.000
0.828792,0.000
0.833043,7.070
0.837293,37.847
0.841543,23.028
0.845793,0.000
0.850043,0.000
0.854294,0.000
0.858544,0.000
0.862794,8.806
0.867044,63.544
0.871295,46.429
0.875545,4.411
0.879795,32.707
0.884045,21.493
0.888295,10.279
0.892546,0.078
0.896796,11.194
0.901046,6.209
0.905296,67.363
0.909546,0.000
0.913797,0.000
0.918047,0.000
0.922297,0.000
0.926547,5.140
0.930798,102.774
0.935048,0.239
0.939298,16.684
0.943548,0.000
0.947798,1.041
0.952049,52.032
0.956299,121.547
0.960549,0.961
0.964799,83.833
0.969050,0.000
0.973300,0.000
