Distance_(microns),Gray_Value
0.000000,287.000
0.004250,280.280
0.008500,137.280
0.012751,17.160
0.017001,143.000
0.021251,14.300
0.025501,34.440
0.029752,122.980
0.034002,22.880
0.038252,25.740
0.042502,143.000
0.046752,0.000
0.051003,0.000
0.055253,105.820
0.059503,40.040
0.063753,0.000
0.068003,240.240
0.072254,334.960
0.076504,51.480
0.080754,54.340
0.085004,57.200
0.089255,0.000
0.093505,80.080
0.097755,209.240
0.102005,74.360
0.106255,0.000
0.110506,217.360
0.114756,263.580
0.119006,206.360
0.123256,249.400
0.127507,0.000
0.131757,109.060
0.136007,246.320
0.140257,332.420
0.144507,143.000
0.148758,42.900
0.153008,40.040
0.157258,105.820
0.161508,286.000
0.165758,335.400
0.170009,229.600
0.174259,143.000
0.178509,22.880
0.182759,143.000
0.187010,304.160
0.191260,673.900
0.195510,263.120
0.199760,295.580
0.204010,137.280
0.208261,8.600
0.212511,143.000
0.216761,148.740
0.221011,292.720
0.225262,151.580
0.229512,177.400
0.233762,415.600
0.238012,269.720
0.242262,389.820
0.246513,143.000
0.250763,311.920
0.255013,430.000
0.259263,702.260
0.263513,464.320
0.267764,180.180
0.272014,246.680
0.276264,387.100
0.280514,722.400
0.284765,813.580
0.289015,613.680
0.293265,642.260
0.297515,287.000
0.301765,512.940
0.306016,189.200
0.310266,573.000
0.314516,813.800
0.318766,573.500
0.323017,481.440
0.327267,440.980
0.331517,974.520
0.335767,596.460
0.340017,1003.000
0.344268,717.000
0.348518,481.480
0.352768,527.580
0.357018,389.640
0.361268,458.900
0.365519,327.040
0.369769,498.640
0.374019,813.720
0.378269,828.540
0.382520,745.400
0.386770,533.140
0.391020,354.960
0.395270,490.200
0.399520,682.560
0.403771,1104.000
0.408021,538.600
0.412271,430.000
0.416521,281.240
0.420772,578.740
0.425022,717.000
0.429272,575.880
0.433522,297.480
0.437772,464.380
0.442023,717.000
0.446273,458.700
0.450523,555.840
0.454773,265.980
0.459023,618.920
0.463274,768.480
0.467524,1375.800
0.471774,730.740
0.476024,206.400
0.480275,535.820
0.484525,842.560
0.488775,731.000
0.493025,1014.800
0.497275,805.640
0.501526,584.800
0.505776,662.280
0.510026,487.200
0.514276,180.600
0.518526,287.000
0.522777,805.200
0.527027,647.360
0.531277,214.500
0.535527,498.640
0.539778,220.220
0.544028,412.280
0.548278,536.400
0.552528,401.400
0.556778,716.620
0.561029,275.200
0.565279,332.420
0.569529,625.160
0.573779,444.000
0.578030,343.760
0.582280,186.420
0.586530,287.000
0.590780,765.400
0.595030,458.400
0.599281,311.920
0.603531,407.120
0.607781,143.000
0.612031,303.280
0.616282,315.600
0.620532,550.120
0.624782,17.220
0.629032,711.240
0.633282,424.260
0.637533,286.000
0.641783,287.000
0.646033,825.600
0.650283,134.420
0.654533,22.880
0.658784,430.000
0.663034,17.160
0.667284,389.820
0.671534,263.120
0.675785,378.340
0.680035,430.000
0.684285,206.140
0.688535,177.560
0.692785,105.820
0.697036,223.360
0.701286,42.900
0.705536,143.000
0.709786,143.000
0.714037,51.480
0.718287,252.060
0.722537,258.000
0.726787,0.000
0.731037,80.080
0.735288,220.760
0.739538,223.600
0.743788,358.000
0.748038,68.640
0.752288,77.220
0.756539,143.000
0.760789,0.000
0.765039,57.200
0.769289,0.000
0.773540,91.520
0.777790,143.000
0.782040,383.920
0.786290,229.100
0.790540,0.000
0.794791,105.820
0.799041,218.120
0.803291,174.680
0.807541,143.000
0.811792,0.000
0.816042,68.800
0.820292,40.040
0.824542,143.000
0.828792,258.300
0.833043,131.560
0.837293,134.420
0.841543,165.920
0.845793,0.000
0.850043,143.000
