Distance_(microns),Gray_Value
0.000000,0.000
0.004250,280.871
0.008500,244.811
0.012751,81.263
0.017001,145.250
0.021251,138.465
0.025501,34.149
0.029752,51.023
0.034002,156.388
0.038252,0.000
0.042502,0.000
0.046752,88.787
0.051003,117.243
0.055253,69.000
0.059503,93.050
0.063753,31.872
0.068003,53.997
0.072254,102.200
0.076504,199.852
0.080754,108.152
0.085004,101.042
0.089255,25.043
0.093505,128.589
0.097755,196.781
0.102005,136.319
0.106255,58.562
0.110506,15.452
0.114756,89.990
0.119006,163.308
0.123256,128.096
0.127507,98.717
0.131757,43.062
0.136007,89.393
0.140257,68.007
0.144507,152.515
0.148758,214.097
0.153008,1.550
0.157258,56.479
0.161508,6.636
0.165758,52.250
0.170009,44.081
0.174259,55.742
0.178509,159.799
0.182759,93.709
0.187010,129.801
0.191260,113.455
0.195510,49.019
0.199760,107.000
0.204010,59.144
0.208261,20.344
0.212511,60.994
0.216761,71.354
0.221011,53.158
0.225262,12.352
0.229512,64.555
0.233762,181.277
0.238012,11.340
0.242262,249.489
0.246513,229.663
0.250763,262.407
0.255013,405.770
0.259263,301.844
0.263513,123.904
0.267764,192.615
0.272014,131.771
0.276264,102.408
0.280514,54.628
0.284765,285.979
0.289015,351.005
0.293265,233.479
0.297515,280.749
0.301765,341.335
0.306016,249.313
0.310266,340.745
0.314516,99.456
0.318766,642.987
0.323017,920.265
0.327267,360.034
0.331517,525.290
0.335767,412.032
0.340017,515.675
0.344268,504.373
0.348518,360.311
0.352768,399.987
0.357018,470.625
0.361268,522.046
0.365519,533.000
0.369769,533.000
0.374019,452.785
0.378269,422.884
0.382520,365.197
0.386770,496.302
0.391020,464.992
0.395270,506.928
0.399520,1066.000
0.403771,965.791
0.408021,1056.137
0.412271,929.009
0.416521,887.251
0.420772,968.581
0.425022,924.089
0.429272,853.258
0.433522,993.600
0.437772,759.941
0.442023,719.234
0.446273,831.730
0.450523,636.484
0.454773,945.455
0.459023,741.891
0.463274,742.836
0.467524,746.508
0.471774,931.228
0.476024,840.968
0.480275,900.926
0.484525,785.124
0.488775,640.450
0.493025,765.423
0.497275,1093.047
0.501526,698.373
0.505776,424.125
0.510026,508.586
0.514276,352.323
0.518526,734.287
0.522777,700.415
0.527027,783.372
0.531277,620.969
0.535527,631.695
0.539778,687.873
0.544028,827.541
0.548278,655.934
0.552528,889.246
0.556778,767.904
0.561029,729.679
0.565279,558.091
0.569529,801.719
0.573779,624.476
0.578030,486.290
0.582280,362.259
0.586530,295.308
0.590780,382.370
0.595030,328.467
0.599281,213.000
0.603531,350.893
0.607781,366.953
0.612031,354.767
0.616282,332.956
0.620532,316.694
0.624782,398.568
0.629032,277.683
0.633282,415.046
0.637533,212.807
0.641783,119.662
0.646033,99.359
0.650283,384.764
0.654533,277.322
0.658784,238.173
0.663034,294.583
0.667284,505.118
0.671534,162.416
0.675785,51.379
0.680035,217.839
0.684285,108.736
0.688535,197.693
0.692785,84.523
0.697036,69.143
0.701286,56.043
0.705536,66.368
0.709786,138.095
0.714037,107.000
0.718287,106.941
0.722537,17.399
0.726787,162.339
0.731037,70.038
0.735288,75.774
0.739538,227.978
0.743788,218.300
0.748038,171.578
0.752288,16.663
0.756539,60.950
0.760789,302.141
0.765039,131.942
0.769289,314.877
0.773540,299.965
0.777790,155.019
0.782040,58.077
0.786290,71.192
0.790540,40.604
0.794791,95.617
0.799041,2.906E-9
