Distance_(microns),Gray_Value
0.00000,0.000
0.00365,150.909
0.00730,46.000
0.01095,416.727
0.01459,325.659
0.01824,15.273
0.02189,148.000
0.02554,378.909
0.02919,521.001
0.03284,339.093
0.03648,20.909
0.04013,110.000
0.04378,9.091
0.04743,257.636
0.05108,130.455
0.05473,30.545
0.05838,0.000
0.06202,20.727
0.06567,57.455
0.06932,202.182
0.07297,0.000
0.07662,0.000
0.08027,0.000
0.08391,90.909
0.08756,217.636
0.09121,141.636
0.09486,442.579
0.09851,217.578
0.10216,32.727
0.10581,78.652
0.10945,168.000
0.11310,232.727
0.11675,125.818
0.12040,44.000
0.12405,190.909
0.12770,163.894
0.13134,43.713
0.13499,464.978
0.13864,291.869
0.14229,250.711
0.14594,657.147
0.14959,680.250
0.15324,210.477
0.15688,523.095
0.16053,264.462
0.16418,274.989
0.16783,200.000
0.17148,80.000
0.17513,14.545
0.17878,68.727
0.18242,263.727
0.18607,386.056
0.18972,245.950
0.19337,119.186
0.19702,267.896
0.20067,3.752E-11
0.20431,0.000
0.20796,39.341
0.21161,164.364
0.21526,25.455
0.21891,151.455
0.22256,63.273
0.22621,1.455
0.22985,134.364
0.23350,86.364
0.23715,229.322
0.24080,683.385
0.24445,300.343
0.24810,148.727
0.25174,94.581
0.25539,0.000
0.25904,0.000
0.26269,65.569
0.26634,77.226
0.26999,3.818
0.27364,165.006
0.27728,58.284
0.28093,0.000
0.28458,0.000
0.28823,0.000
0.29188,90.182
0.29553,180.909
0.29917,130.000
0.30282,22.727
0.30647,157.366
0.31012,192.336
0.31377,39.341
0.31742,0.000
0.32107,0.000
0.32471,8.909
0.32836,167.298
0.33201,66.231
0.33566,62.545
0.33931,0.000
0.34296,187.473
0.34660,816.446
0.35025,863.223
0.35390,229.464
0.35755,592.887
0.36120,550.923
0.36485,50.046
0.36850,19.636
0.37214,84.511
0.37579,142.545
0.37944,47.273
0.38309,8.727
0.38674,213.472
0.39039,321.607
0.39403,431.416
0.39768,424.665
0.40133,286.000
0.40498,397.297
0.40863,288.007
0.41228,318.294
0.41593,286.000
0.41957,169.273
0.42322,190.331
0.42687,9.455
0.43052,224.139
0.43417,552.930
0.43782,473.928
0.44147,727.538
0.44511,122.346
0.44876,408.498
0.45241,158.462
0.45606,0.000
0.45971,312.545
0.46336,390.338
0.46700,488.706
0.47065,468.454
0.47430,257.636
0.47795,59.360
0.48160,573.000
0.48525,307.170
0.48890,262.367
0.49254,876.890
0.49619,504.580
0.49984,805.711
0.50349,862.501
0.50714,530.370
0.51079,619.896
0.51443,477.182
0.51808,207.196
0.52173,860.000
0.52538,1426.141
0.52903,573.578
0.53268,360.259
0.53633,356.792
0.53997,639.907
0.54362,805.711
0.54727,595.489
0.55092,1062.351
0.55457,455.134
0.55822,277.055
0.56186,506.769
0.56551,286.000
0.56916,307.719
0.57281,227.671
0.57646,567.086
0.58011,543.625
0.58376,419.921
0.58740,403.701
0.59105,173.768
0.59470,458.458
0.59835,918.367
0.60200,793.769
0.60565,1012.123
0.60929,475.205
0.61294,154.631
0.61659,215.207
0.62024,335.449
0.62389,1151.133
0.62754,1171.087
0.63119,441.648
0.63483,1034.896
0.63848,454.444
0.64213,132.308
0.64578,138.423
0.64943,701.140
0.65308,426.125
0.65672,372.848
0.66037,137.298
0.66402,139.455
0.66767,39.455
0.67132,182.581
0.67497,342.309
0.67862,86.901
0.68226,595.077
0.68591,94.130
0.68956,343.481
0.69321,43.713
0.69686,156.545
0.70051,126.000
0.70415,258.263
0.70780,291.837
0.71145,78.000
0.71510,230.364
0.71875,268.909
0.72240,22.000
0.72605,271.542
0.72969,564.257
0.73334,129.999
0.73699,137.455
0.74064,548.996
0.74429,453.312
0.74794,487.808
0.75159,388.097
0.75523,199.636
0.75888,89.818
0.76253,88.000
0.76618,465.535
0.76983,297.975
0.77348,366.840
0.77712,306.835
0.78077,464.900
0.78442,258.727
0.78807,275.818
0.79172,478.160
0.79537,420.469
0.79902,537.979
0.80266,396.692
0.80631,85.116
0.80996,7.636
0.81361,0.000
0.81726,2.545
0.82091,52.727
0.82455,214.921
0.82820,477.301
0.83185,243.698
0.83550,477.561
0.83915,262.276
0.84280,3.788E-9
0.84645,179.818
0.85009,12.364
0.85374,392.959
0.85739,363.743
0.86104,21.862
0.86469,401.630
0.86834,260.545
0.87198,424.665
0.87563,507.554
0.87928,719.784
0.88293,4.134E-9
0.88658,249.091
0.89023,52.000
0.89388,0.000
0.89752,142.545
0.90117,302.893
0.90482,425.060
0.90847,231.455
0.91212,186.182
0.91577,125.636
0.91941,260.000
0.92306,44.000
0.92671,237.115
0.93036,2.365
0.93401,122.182
0.93766,351.439
0.94131,266.886
0.94495,192.000
0.94860,191.455
0.95225,220.994
0.95590,97.569
0.95955,169.091
0.96320,5.402E-10
0.96684,894.202
0.97049,113.233
0.97414,202.182
0.97779,57.455
0.98144,20.727
0.98509,130.000
0.98874,286.000
0.99238,295.853
0.99603,362.083
0.99968,25.091
1.00333,286.000
1.00698,444.913
1.01063,80.868
1.01428,208.000
1.01792,274.545
1.02157,142.545
1.02522,270.727
1.02887,331.818
1.03252,436.909
1.03617,89.636
1.03981,275.091
1.04346,286.000
