Distance_(microns),Gray_Value
0.000,229.000
1.517,170.690
3.033,244.366
4.550,226.268
6.067,582.986
7.583,367.549
9.100,642.690
10.616,626.408
12.133,594.761
13.650,733.704
15.166,691.930
16.683,492.380
18.200,263.887
19.716,235.099
21.233,188.268
22.750,910.592
24.266,1193.465
25.783,2517.676
27.299,1673.014
28.816,2481.451
30.333,2399.817
31.849,1765.155
33.366,2407.718
34.883,1246.887
36.399,1952.958
37.916,1722.535
39.432,1492.113
40.949,1847.549
42.466,2283.690
43.982,2502.521
45.499,1640.944
47.016,1657.648
48.532,2270.042
50.049,2290.563
51.566,3077.606
53.082,2889.775
54.599,2210.732
56.115,2234.127
57.632,2446.183
59.149,2048.141
60.665,1469.324
62.182,2114.592
63.699,2061.310
65.215,2132.507
66.732,2235.380
68.249,3072.282
69.765,2350.662
71.282,2139.535
72.798,2421.366
74.315,1414.408
75.832,2142.183
77.348,3771.718
78.865,2826.225
80.382,3338.408
81.898,2948.930
83.415,1565.606
84.932,1432.873
86.448,3029.324
87.965,3835.916
89.481,3968.577
90.998,3008.155
92.515,1564.972
94.031,1701.451
95.548,2321.563
97.065,1629.211
98.581,1309.000
100.098,745.606
101.614,1015.000
103.131,604.239
104.648,673.366
106.164,260.972
107.681,76.000
