Distance_(microns),Gray_Value
0.00000,0.000
0.00365,200.221
0.00730,46.664
0.01095,76.018
0.01459,98.355
0.01824,172.801
0.02189,184.359
0.02554,322.076
0.02919,219.237
0.03284,390.298
0.03648,19.388
0.04013,0.000
0.04378,28.641
0.04743,215.886
0.05108,218.152
0.05473,89.158
0.05838,162.572
0.06202,86.459
0.06567,182.894
0.06932,86.555
0.07297,7.917
0.07662,106.650
0.08027,16.755
0.08391,44.569
0.08756,0.000
0.09121,34.244
0.09486,274.465
0.09851,16.149
0.10216,265.401
0.10581,413.301
0.10945,156.775
0.11310,0.000
0.11675,55.478
0.12040,97.845
0.12405,176.859
0.12770,331.124
0.13134,113.616
0.13499,16.596
0.13864,33.406
0.14229,92.948
0.14594,398.538
0.14959,365.530
0.15324,127.951
0.15688,293.395
0.16053,443.357
0.16418,265.736
0.16783,43.005
0.17148,54.943
0.17513,176.630
0.17878,247.550
0.18242,140.743
0.18607,172.684
0.18972,238.343
0.19337,258.077
0.19702,307.214
0.20067,5.920
0.20431,326.999
0.20796,385.445
0.21161,393.878
0.21526,165.583
0.21891,91.071
0.22256,225.207
0.22621,379.711
0.22985,107.629
0.23350,11.290
0.23715,423.313
0.24080,787.119
0.24445,479.153
0.24810,342.670
0.25174,243.061
0.25539,236.977
0.25904,516.250
0.26269,55.538
0.26634,219.805
0.26999,312.745
0.27364,320.354
0.27728,310.813
0.28093,426.971
0.28458,374.956
0.28823,372.049
0.29188,302.609
0.29553,569.485
0.29917,823.541
0.30282,365.795
0.30647,425.697
0.31012,390.283
0.31377,555.056
0.31742,608.334
0.32107,644.041
0.32471,719.690
0.32836,514.767
0.33201,636.764
0.33566,279.177
0.33931,1028.371
0.34296,1064.133
0.34660,809.069
0.35025,522.855
0.35390,638.622
0.35755,857.943
0.36120,645.827
0.36485,1038.859
0.36850,603.368
0.37214,668.601
0.37579,738.485
0.37944,897.127
0.38309,905.507
0.38674,738.467
0.39039,792.747
0.39403,899.508
0.39768,1071.151
0.40133,963.931
0.40498,1156.699
0.40863,593.672
0.41228,1121.771
0.41593,1647.217
0.41957,1479.765
0.42322,1231.364
0.42687,1025.323
0.43052,1240.582
0.43417,1426.985
0.43782,1221.947
0.44147,725.099
0.44511,1099.423
0.44876,1302.386
0.45241,1218.157
0.45606,1053.398
0.45971,1367.503
0.46336,1354.205
0.46700,1503.449
0.47065,569.521
0.47430,862.898
0.47795,1303.205
0.48160,1268.959
0.48525,1402.452
0.48890,1737.977
0.49254,1307.569
0.49619,1181.589
0.49984,1278.541
0.50349,1258.592
0.50714,1437.173
0.51079,1945.937
0.51443,1549.254
0.51808,1081.854
0.52173,828.817
0.52538,1561.688
0.52903,1720.601
0.53268,1104.949
0.53633,1311.388
0.53997,1754.017
0.54362,1489.687
0.54727,1477.647
0.55092,1661.238
0.55457,1767.682
0.55822,1069.850
0.56186,787.791
0.56551,1334.413
0.56916,1124.052
0.57281,1124.102
0.57646,1316.376
0.58011,886.633
0.58376,1291.159
0.58740,1103.015
0.59105,972.105
0.59470,1297.097
0.59835,822.620
0.60200,1119.483
0.60565,859.500
0.60929,1274.802
0.61294,942.164
0.61659,1064.042
0.62024,961.828
0.62389,1227.660
0.62754,808.994
0.63119,1016.256
0.63483,1189.723
0.63848,709.746
0.64213,933.503
0.64578,1355.850
0.64943,1494.376
0.65308,1273.490
0.65672,1144.708
0.66037,561.062
0.66402,798.809
0.66767,892.138
0.67132,410.676
0.67497,484.024
0.67862,580.190
0.68226,749.887
0.68591,921.967
0.68956,825.147
0.69321,762.021
0.69686,378.199
0.70051,1429.744
0.70415,433.475
0.70780,296.448
0.71145,466.668
0.71510,631.336
0.71875,367.542
0.72240,420.398
0.72605,636.083
0.72969,531.067
0.73334,426.334
0.73699,290.677
0.74064,240.988
0.74429,740.777
0.74794,418.760
0.75159,189.437
0.75523,426.014
0.75888,147.354
0.76253,493.332
0.76618,213.766
0.76983,76.523
0.77348,146.860
0.77712,282.996
0.78077,351.533
0.78442,452.009
0.78807,251.065
0.79172,321.116
0.79537,121.020
0.79902,615.339
0.80266,425.826
0.80631,588.203
0.80996,351.088
0.81361,313.874
0.81726,187.857
0.82091,238.590
0.82455,327.403
0.82820,60.598
0.83185,83.114
0.83550,338.475
0.83915,262.950
0.84280,127.086
0.84645,116.552
0.85009,170.096
0.85374,278.552
0.85739,311.377
0.86104,553.312
0.86469,660.511
0.86834,21.301
0.87198,374.183
0.87563,392.290
0.87928,299.103
0.88293,115.908
0.88658,19.569
0.89023,148.831
0.89388,165.573
0.89752,613.297
0.90117,271.398
0.90482,71.502
0.90847,345.097
0.91212,161.620
0.91577,112.145
0.91941,208.484
0.92306,121.177
0.92671,62.470
0.93036,217.699
0.93401,95.520
0.93766,145.968
0.94131,212.620
0.94495,252.023
0.94860,259.178
0.95225,423.609
0.95590,180.599
0.95955,205.083
0.96320,116.169
0.96684,0.851
0.97049,144.796
0.97414,12.473
0.97779,140.227
0.98144,70.749
0.98509,199.263
0.98874,285.135
0.99238,380.322
0.99603,386.631
0.99968,203.769
1.00333,355.801
1.00698,214.221
1.01063,62.786
1.01428,86.156
1.01792,195.192
1.02157,196.094
1.02522,197.131
1.02887,213.000
1.03252,213.000
