Distance_(microns),Gray_Value
0.000000,0.000
0.003648,0.000
0.007297,30.981
0.010945,142.514
0.014594,0.000
0.018242,0.000
0.021891,0.000
0.025539,0.000
0.029188,61.282
0.032836,108.798
0.036485,0.000
0.040133,0.000
0.043782,0.000
0.047430,0.000
0.051079,0.000
0.054727,0.000
0.058376,8.296
0.062024,0.000
0.065672,0.000
0.069321,0.000
0.072969,0.000
0.076618,0.000
0.080266,0.000
0.083915,0.000
0.087563,1.952
0.091212,0.000
0.094860,32.911
0.098509,2.179
0.102157,0.000
0.105806,2.451
0.109454,131.824
0.113103,34.953
0.116751,0.000
0.120400,0.000
0.124048,0.000
0.127696,0.000
0.131345,0.000
0.134993,23.696
0.138642,0.000
0.142290,367.858
0.145939,770.769
0.149587,18.521
0.153236,144.886
0.156884,31.095
0.160533,0.000
0.164181,0.000
0.167830,0.000
0.171478,13.845
0.175127,7.808
0.178775,134.729
0.182424,22.061
0.186072,62.190
0.189721,131.643
0.193369,0.000
0.197017,0.000
0.200666,0.000
0.204314,119.114
0.207963,102.942
0.211611,157.029
0.215260,0.000
0.218908,60.635
0.222557,204.761
0.226205,129.044
0.229854,177.411
0.233502,264.307
0.237151,11.349
0.240799,10.486
0.244448,8.875
0.248096,34.499
0.251745,88.620
0.255393,169.013
0.259041,6.616
0.262690,182.995
0.266338,185.991
0.269987,323.273
0.273635,99.277
0.277284,43.068
0.280932,56.209
0.284581,62.984
0.288229,46.166
0.291878,156.087
0.295526,207.382
0.299175,237.331
0.302823,389.912
0.306472,144.966
0.310120,75.203
0.313769,204.477
0.317417,330.196
0.321065,356.524
0.324714,125.900
0.328362,1.702
0.332011,228.071
0.335659,642.145
0.339308,247.466
0.342956,24.286
0.346605,6.514
0.350253,115.217
0.353902,432.037
0.357550,298.495
0.361199,161.693
0.364847,200.188
0.368496,36.812
0.372144,528.751
0.375793,485.219
0.379441,526.889
0.383089,353.460
0.386738,180.401
0.390386,497.845
0.394035,605.018
0.397683,420.869
0.401332,415.268
0.404980,324.536
0.408629,185.064
0.412277,702.213
0.415926,339.429
0.419574,700.431
0.423223,662.433
0.426871,275.239
0.430520,527.567
0.434168,429.192
0.437817,651.406
0.441465,956.085
0.445114,696.255
0.448762,521.736
0.452410,385.061
0.456059,1132.621
0.459707,1346.210
0.463356,614.054
0.467004,641.623
0.470653,917.375
0.474301,894.191
0.477950,847.122
0.481598,566.411
0.485247,876.930
0.488895,816.980
0.492544,567.976
0.496192,710.964
0.499841,1066.000
0.503489,790.436
0.507138,552.095
0.510786,641.474
0.514434,384.577
0.518083,719.518
0.521731,1205.036
0.525380,428.460
0.529028,382.494
0.532677,742.609
0.536325,638.745
0.539974,1018.308
0.543622,992.279
0.547271,1119.960
0.550919,952.737
0.554568,440.651
0.558216,210.676
0.561865,578.997
0.565513,638.424
0.569162,776.886
0.572810,1170.110
0.576458,688.430
0.580107,649.771
0.583755,1059.505
0.587404,920.591
0.591052,465.580
0.594701,417.973
0.598349,843.353
0.601998,580.070
0.605646,665.566
0.609295,713.104
0.612943,314.907
0.616592,399.029
0.620240,243.028
0.623889,351.520
0.627537,295.061
0.631186,30.278
0.634834,512.731
0.638482,804.015
0.642131,354.356
0.645779,480.689
0.649428,298.677
0.653076,354.629
0.656725,195.523
0.660373,343.599
0.664022,243.244
0.667670,169.467
0.671319,408.750
0.674967,166.392
0.678616,191.229
0.682264,117.866
0.685913,34.953
0.689561,97.416
0.693210,255.178
0.696858,572.994
0.700507,73.108
0.704155,243.845
0.707803,92.059
0.711452,9.805
0.715100,155.474
0.718749,156.791
0.722397,34.204
0.726046,110.614
0.729694,91.843
0.733343,292.474
0.736991,46.483
0.740640,162.057
0.744288,0.000
0.747937,0.000
0.751585,24.581
0.755234,177.241
0.758882,213.000
0.762531,213.000
0.766179,27.407
0.769827,4.607
0.773476,34.318
0.777124,25.965
0.780773,11.122
0.784421,146.180
0.788070,166.834
0.791718,56.913
0.795367,0.000
0.799015,0.000
0.802664,0.000
0.806312,0.000
0.809961,188.124
0.813609,194.286
0.817258,0.000
0.820906,0.000
0.824555,0.000
0.828203,0.000
0.831851,0.000
0.835500,0.000
0.839148,33.682
0.842797,0.000
0.846445,0.000
0.850094,0.000
0.853742,28.916
0.857391,0.000
0.861039,0.000
0.864688,0.000
0.868336,18.112
0.871985,155.247
0.875633,0.000
0.879282,0.000
0.882930,0.000
0.886579,0.000
0.890227,0.000
0.893875,0.000
0.897524,0.000
0.901172,0.000
0.904821,0.000
0.908469,0.000
0.912118,0.000
0.915766,0.000
0.919415,30.187
0.923063,0.000
0.926712,0.000
0.930360,40.423
0.934009,205.294
0.937657,13.391
0.941306,0.000
0.944954,0.000
0.948603,0.000
0.952251,0.000
0.955899,2.043
0.959548,18.430
0.963196,0.000
0.966845,0.000
0.970493,0.000
0.974142,0.000
0.977790,0.000
0.981439,0.000
0.985087,0.000
0.988736,0.000
0.992384,0.000
0.996033,78.917
0.999681,1.317E-8
