Distance_(microns),Gray_Value
0.000,497.000
0.189,63.861
0.379,41.025
0.568,251.709
0.757,884.544
0.946,395.152
1.136,422.709
1.325,62.051
1.514,823.101
1.703,684.937
1.893,1182.190
2.082,342.734
2.271,218.430
2.460,455.114
2.650,39.532
2.839,104.658
3.028,243.949
3.217,213.089
3.407,212.177
3.596,39.405
3.785,243.835
3.974,42.797
4.164,410.367
4.353,150.620
4.542,1413.329
4.731,448.430
4.921,583.684
5.110,608.608
5.299,43.418
5.488,320.823
5.678,1343.937
5.867,1272.633
6.056,47.620
6.245,973.519
6.435,601.405
6.624,413.684
6.813,341.481
7.002,243.532
7.192,1308.278
7.381,635.013
7.570,332.165
7.759,1043.848
7.949,839.962
8.138,165.114
8.327,223.506
8.516,960.696
8.706,333.722
8.895,546.646
9.084,677.937
9.274,764.013
9.463,737.215
9.652,281.177
9.841,345.797
10.031,599.253
10.220,1089.671
10.409,630.494
10.598,526.329
10.788,651.392
10.977,72.835
11.166,402.063
11.355,1497.873
11.545,686.886
11.734,436.291
11.923,1114.291
12.112,822.696
12.302,141.392
12.491,151.949
12.680,78.886
12.869,171.241
13.059,881.557
13.248,534.291
13.437,584.848
13.626,870.342
13.816,266.000
14.005,591.582
14.194,142.835
14.383,1039.101
14.573,749.582
14.762,214.532
14.951,127.000
15.140,207.000
15.330,459.506
15.519,376.127
15.708,405.658
15.897,254.684
16.087,401.671
16.276,393.785
16.465,730.835
16.654,1169.886
16.844,505.962
17.033,484.468
17.222,939.013
17.411,1074.924
17.601,426.949
17.790,47.430
17.979,46.190
18.168,306.481
18.358,272.734
18.547,287.519
18.736,873.975
18.926,128.165
19.115,331.342
19.304,317.506
19.493,553.519
19.683,111.671
19.872,167.443
20.061,267.823
20.250,181.785
20.440,528.924
20.629,955.418
20.818,884.392
21.007,40.620
21.197,162.620
21.386,668.114
21.575,358.506
21.764,219.557
21.954,178.759
22.143,306.076
22.332,476.278
22.521,271.165
22.711,213.646
22.900,435.089
23.089,684.646
23.278,201.430
23.468,695.721
23.657,2089.519
23.846,627.000
24.035,934.000
24.225,574.354
24.414,918.646
24.603,1213.810
24.792,1510.544
24.982,1948.633
25.171,1304.051
25.360,1326.532
25.549,724.734
25.739,877.025
25.928,1356.430
26.117,1052.975
26.306,669.316
26.496,974.266
26.685,1765.506
26.874,620.494
27.063,1697.760
27.253,2370.316
27.442,458.241
27.631,1205.519
27.821,2170.519
28.010,760.582
28.199,1486.975
28.388,1230.671
28.578,1270.468
28.767,844.304
28.956,688.987
29.145,236.532
29.335,1313.633
29.524,2430.089
29.713,3697.595
29.902,1377.000
30.092,3384.443
30.281,3429.570
30.470,1408.760
30.659,2527.203
30.849,3110.519
31.038,2382.709
31.227,4059.911
31.416,4095.000
31.606,2946.975
31.795,2920.038
31.984,3975.810
32.173,2067.949
32.363,2435.987
32.552,1978.215
32.741,2952.721
32.930,1437.013
33.120,1342.570
33.309,1707.506
33.498,1481.329
33.687,2250.190
33.877,2514.190
34.066,3284.760
34.255,1949.772
34.444,2599.456
34.634,2314.367
34.823,2855.329
35.012,2403.987
35.201,1386.203
35.391,364.734
35.580,1231.481
35.769,1494.101
35.958,1340.899
36.148,789.038
36.337,418.266
36.526,871.392
36.716,1369.101
36.905,2706.582
37.094,2545.126
37.283,2304.114
37.473,2535.392
37.662,3119.025
37.851,2619.823
38.040,2828.291
38.230,2572.911
38.419,3446.203
38.608,2783.051
38.797,1532.570
38.987,2558.747
39.176,2177.266
39.365,3183.721
39.554,1724.253
39.744,704.291
39.933,2059.899
40.122,2169.443
40.311,1757.392
40.501,1966.924
40.690,1015.494
40.879,1464.000
41.068,2071.190
41.258,1932.886
41.447,2030.532
41.636,1536.240
41.825,1426.532
42.015,1344.354
42.204,2294.380
42.393,1975.481
42.582,2264.608
42.772,2467.696
42.961,687.430
43.150,2014.633
43.339,723.139
43.529,2396.874
43.718,3000.304
43.907,1521.861
44.096,1033.924
44.286,2597.633
44.475,3789.658
44.664,3489.949
44.853,2845.000
45.043,2285.203
45.232,4030.063
45.421,1717.835
45.611,4095.000
45.800,2228.101
45.989,1580.709
46.178,3296.089
46.368,1282.089
46.557,4018.671
46.746,2247.949
46.935,1450.696
47.125,1089.367
47.314,1023.873
47.503,2298.253
47.692,863.633
47.882,1313.975
48.071,1938.418
48.260,3308.038
48.449,750.899
48.639,797.101
48.828,1837.962
49.017,2344.646
49.206,1382.190
49.396,2277.456
49.585,549.279
49.774,2184.532
49.963,2140.646
50.153,2308.544
50.342,2738.848
50.531,1568.152
50.720,1367.190
50.910,2685.557
51.099,2836.063
51.288,1185.127
51.477,2710.228
51.667,2252.494
51.856,993.165
52.045,3633.228
52.234,3593.076
52.424,2728.874
52.613,2727.987
52.802,2033.443
52.991,2637.063
53.181,2626.658
53.370,2843.165
53.559,1917.975
53.748,2120.316
53.938,3029.240
54.127,3246.063
54.316,3546.570
54.505,2600.013
54.695,3426.240
54.884,876.177
55.073,1727.418
55.263,2876.051
55.452,1576.899
55.641,2020.152
55.830,2332.671
56.020,1705.797
56.209,2039.342
56.398,1603.873
56.587,2811.291
56.777,891.380
56.966,1150.810
57.155,3773.354
57.344,3959.076
57.534,2680.101
57.723,2535.304
57.912,3236.152
58.101,3386.544
58.291,1984.797
58.480,3448.671
58.669,3575.987
58.858,4008.101
59.048,2951.013
59.237,3641.291
59.426,4067.481
59.615,4078.165
59.805,2599.000
59.994,2557.709
60.183,667.240
60.372,2177.139
60.562,1758.329
60.751,1404.861
60.940,1227.760
61.129,1825.405
61.319,879.443
61.508,1315.013
61.697,1227.987
61.886,2708.734
62.076,1241.671
62.265,3022.329
62.454,1708.570
62.643,2735.646
62.833,1849.013
63.022,2245.570
63.211,1728.962
63.400,3199.025
63.590,1643.595
63.779,2020.392
63.968,3724.063
64.158,2944.165
64.347,2310.911
64.536,2483.810
64.725,1092.962
64.915,1380.076
65.104,3637.076
65.293,2334.987
65.482,2277.038
65.672,2899.633
65.861,1847.278
66.050,3282.721
66.239,3230.975
66.429,2635.949
66.618,2258.646
66.807,3073.987
66.996,3655.937
67.186,2183.582
67.375,2889.468
67.564,2701.139
67.753,2868.949
67.943,2591.633
68.132,2217.354
68.321,2828.418
68.510,1841.709
68.700,2300.076
68.889,2728.316
69.078,3136.101
69.267,1552.544
69.457,3679.253
69.646,2145.987
69.835,3185.279
70.024,3194.203
70.214,4095.000
70.403,3409.367
70.592,2054.291
70.781,2763.544
70.971,1440.772
71.160,3471.063
71.349,1486.671
71.538,1043.949
71.728,1838.696
71.917,2910.354
72.106,1581.899
72.295,1227.671
72.485,1819.253
72.674,3768.203
72.863,1909.873
73.053,1780.266
73.242,805.785
73.431,435.747
73.620,1266.025
73.810,1627.684
