Distance_(microns),Gray_Value
0.00000,107.000
0.00425,72.680
0.00850,39.008
0.01275,56.723
0.01700,7.286
0.02125,16.435
0.02550,119.492
0.02975,345.628
0.03400,105.846
0.03825,80.464
0.04250,108.053
0.04675,70.256
0.05100,188.016
0.05525,20.838
0.05950,185.713
0.06375,19.437
0.06800,108.458
0.07225,123.975
0.07650,177.502
0.08075,289.708
0.08500,53.226
0.08925,88.264
0.09350,149.834
0.09775,144.363
0.10201,94.646
0.10626,158.040
0.11051,148.411
0.11476,323.142
0.11901,158.925
0.12326,242.885
0.12751,153.360
0.13176,66.805
0.13601,35.191
0.14026,106.733
0.14451,199.465
0.14876,51.878
0.15301,57.704
0.15726,88.332
0.16151,112.264
0.16576,112.936
0.17001,281.490
0.17426,316.904
0.17851,432.484
0.18276,274.944
0.18701,30.836
0.19126,349.059
0.19551,530.805
0.19976,201.892
0.20401,241.833
0.20826,168.113
0.21251,260.360
0.21676,180.953
0.22101,396.680
0.22526,328.520
0.22951,336.251
0.23376,478.088
0.23801,286.835
0.24226,137.624
0.24651,291.499
0.25076,219.876
0.25501,550.850
0.25926,289.175
0.26351,189.588
0.26776,144.220
0.27201,38.307
0.27626,94.272
0.28051,227.708
0.28476,274.198
0.28901,457.624
0.29326,323.088
0.29752,178.261
0.30177,293.695
0.30602,208.967
0.31027,280.132
0.31452,123.204
0.31877,319.800
0.32302,324.267
0.32727,267.505
0.33152,379.331
0.33577,214.103
0.34002,209.842
0.34427,451.087
0.34852,282.230
0.35277,445.241
0.35702,425.503
0.36127,215.054
0.36552,303.426
0.36977,660.898
0.37402,416.794
0.37827,376.092
0.38252,472.357
0.38677,368.992
0.39102,415.453
0.39527,608.233
0.39952,353.915
0.40377,329.498
0.40802,392.928
0.41227,545.170
0.41652,702.032
0.42077,528.034
0.42502,213.120
0.42927,380.966
0.43352,295.762
0.43777,489.742
0.44202,602.424
0.44627,687.080
0.45052,743.576
0.45477,315.280
0.45902,298.561
0.46327,736.715
0.46752,899.619
0.47177,543.119
0.47602,815.178
0.48027,947.305
0.48452,739.981
0.48877,892.117
0.49303,830.264
0.49728,749.060
0.50153,742.088
0.50578,392.504
0.51003,626.656
0.51428,840.837
0.51853,1028.259
0.52278,929.923
0.52703,774.805
0.53128,853.000
0.53553,981.082
0.53978,1154.362
0.54403,916.654
0.54828,678.111
0.55253,1004.504
0.55678,623.341
0.56103,1163.252
0.56528,966.606
0.56953,1048.391
0.57378,1085.931
0.57803,777.432
0.58228,675.247
0.58653,728.706
0.59078,638.861
0.59503,536.344
0.59928,609.860
0.60353,632.108
0.60778,635.553
0.61203,981.962
0.61628,1334.115
0.62053,832.669
0.62478,919.627
0.62903,753.414
0.63328,686.594
0.63753,712.600
0.64178,885.927
0.64603,782.766
0.65028,834.153
0.65453,697.834
0.65878,496.934
0.66303,608.759
0.66728,511.417
0.67153,759.479
0.67578,464.502
0.68003,599.034
0.68428,537.304
0.68854,434.216
0.69279,410.041
0.69704,194.830
0.70129,557.562
0.70554,369.959
0.70979,280.397
0.71404,411.128
0.71829,446.365
0.72254,362.640
0.72679,681.232
0.73104,322.794
0.73529,296.498
0.73954,340.615
0.74379,405.120
0.74804,281.487
0.75229,273.693
0.75654,305.142
0.76079,246.651
0.76504,146.701
0.76929,77.341
0.77354,98.673
0.77779,65.352
0.78204,36.320
0.78629,303.029
0.79054,124.239
0.79479,308.698
0.79904,365.932
0.80329,206.367
0.80754,140.406
0.81179,356.809
0.81604,49.026
0.82029,13.577
0.82454,124.454
0.82879,236.326
0.83304,200.612
0.83729,110.121
0.84154,65.504
0.84579,9.597
0.85004,102.360
0.85429,191.872
0.85854,122.687
0.86279,54.600
0.86704,257.800
0.87129,60.483
0.87554,150.172
0.87980,335.336
0.88405,342.723
0.88830,53.750
0.89255,105.973
0.89680,63.344
0.90105,6.848
0.90530,85.436
0.90955,107.000
0.91380,123.282
0.91805,123.090
0.92230,96.617
0.92655,179.033
0.93080,118.234
0.93505,116.498
0.93930,179.928
0.94355,257.587
0.94780,300.670
0.95205,198.430
0.95630,362.840
0.96055,159.952
0.96480,151.272
0.96905,219.774
0.97330,125.561
0.97755,161.589
0.98180,104.339
0.98605,173.587
0.99030,338.822
0.99455,167.720
0.99880,134.306
1.00305,148.552
1.00730,106.651
1.01155,77.804
1.01580,78.642
1.02005,107.000
1.02430,155.773
1.02855,267.791
1.03280,175.432
1.03705,253.794
1.04130,207.152
1.04555,137.879
1.04980,121.343
1.05405,150.070
1.05830,110.026
1.06255,107.000
