TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/09
TIME	10:48:26
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	600.0000
LASTX	400.0000
NPOINTS	201
FIRSTY	0.07340
MAXY	0.33870
MINY	0.07271
600.0000	0.0734
599.0000	0.07302
598.0000	0.07358
597.0000	0.07271
596.0000	0.07353
595.0000	0.0734
594.0000	0.07291
593.0000	0.0732
592.0000	0.07329
591.0000	0.0733
590.0000	0.07344
589.0000	0.07375
588.0000	0.07293
587.0000	0.07442
586.0000	0.07271
585.0000	0.07389
584.0000	0.07357
583.0000	0.07286
582.0000	0.07362
581.0000	0.07412
580.0000	0.07424
579.0000	0.07439
578.0000	0.07315
577.0000	0.07357
576.0000	0.07305
575.0000	0.07475
574.0000	0.07394
573.0000	0.07515
572.0000	0.07521
571.0000	0.07522
570.0000	0.07554
569.0000	0.07589
568.0000	0.07576
567.0000	0.07647
566.0000	0.07775
565.0000	0.07766
564.0000	0.07808
563.0000	0.07953
562.0000	0.08074
561.0000	0.08176
560.0000	0.08334
559.0000	0.08458
558.0000	0.08726
557.0000	0.08971
556.0000	0.09087
555.0000	0.09469
554.0000	0.0984
553.0000	0.10259
552.0000	0.10671
551.0000	0.11253
550.0000	0.11781
549.0000	0.12402
548.0000	0.13102
547.0000	0.13875
546.0000	0.14769
545.0000	0.15727
544.0000	0.1671
543.0000	0.17879
542.0000	0.19017
541.0000	0.20292
540.0000	0.21519
539.0000	0.2283
538.0000	0.24219
537.0000	0.25541
536.0000	0.26822
535.0000	0.28096
534.0000	0.29294
533.0000	0.30458
532.0000	0.3142
531.0000	0.32159
530.0000	0.32932
529.0000	0.33402
528.0000	0.3358
527.0000	0.3387
526.0000	0.33843
525.0000	0.33693
524.0000	0.33335
523.0000	0.32894
522.0000	0.32241
521.0000	0.31682
520.0000	0.3112
519.0000	0.30081
518.0000	0.29247
517.0000	0.28469
516.0000	0.27496
515.0000	0.26604
514.0000	0.25757
513.0000	0.24926
512.0000	0.24087
511.0000	0.23286
510.0000	0.22537
509.0000	0.21995
508.0000	0.21319
507.0000	0.20711
506.0000	0.20307
505.0000	0.1979
504.0000	0.19336
503.0000	0.19037
502.0000	0.18663
501.0000	0.18413
500.0000	0.18201
499.0000	0.17917
498.0000	0.17719
497.0000	0.17607
496.0000	0.17488
495.0000	0.17137
494.0000	0.17028
493.0000	0.16765
492.0000	0.16715
491.0000	0.16362
490.0000	0.16125
489.0000	0.15875
488.0000	0.1564
487.0000	0.15369
486.0000	0.1501
485.0000	0.14625
484.0000	0.14306
483.0000	0.13982
482.0000	0.13739
481.0000	0.13358
480.0000	0.13108
479.0000	0.12817
478.0000	0.12495
477.0000	0.12205
476.0000	0.11902
475.0000	0.1166
474.0000	0.11495
473.0000	0.11204
472.0000	0.11053
471.0000	0.1087
470.0000	0.10628
469.0000	0.10673
468.0000	0.10339
467.0000	0.10234
466.0000	0.10137
465.0000	0.09994
464.0000	0.10028
463.0000	0.09934
462.0000	0.09735
461.0000	0.09766
460.0000	0.09712
459.0000	0.09578
458.0000	0.09451
457.0000	0.09391
456.0000	0.09444
455.0000	0.09291
454.0000	0.09269
453.0000	0.09151
452.0000	0.092
451.0000	0.09088
450.0000	0.09058
449.0000	0.09105
448.0000	0.08961
447.0000	0.08968
446.0000	0.08888
445.0000	0.0879
444.0000	0.08842
443.0000	0.08715
442.0000	0.0876
441.0000	0.08696
440.0000	0.08769
439.0000	0.08812
438.0000	0.08645
437.0000	0.08689
436.0000	0.08816
435.0000	0.08573
434.0000	0.08583
433.0000	0.08792
432.0000	0.08689
431.0000	0.08678
430.0000	0.08554
429.0000	0.08613
428.0000	0.08646
427.0000	0.08601
426.0000	0.0879
425.0000	0.08697
424.0000	0.08831
423.0000	0.08843
422.0000	0.08891
421.0000	0.08627
420.0000	0.08822
419.0000	0.09033
418.0000	0.0902
417.0000	0.08961
416.0000	0.08898
415.0000	0.08929
414.0000	0.09035
413.0000	0.0892
412.0000	0.08901
411.0000	0.09061
410.0000	0.09099
409.0000	0.09039
408.0000	0.09343
407.0000	0.09193
406.0000	0.09274
405.0000	0.09501
404.0000	0.09302
403.0000	0.09356
402.0000	0.095
401.0000	0.09397
400.0000	0.09414
