TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/09
TIME	12:30:46
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	600.0000
LASTX	400.0000
NPOINTS	201
FIRSTY	0.08384
MAXY	0.25668
MINY	0.08370
600.0000	0.08384
599.0000	0.08402
598.0000	0.08426
597.0000	0.08501
596.0000	0.08487
595.0000	0.0846
594.0000	0.0839
593.0000	0.08503
592.0000	0.08485
591.0000	0.08447
590.0000	0.0837
589.0000	0.08516
588.0000	0.08462
587.0000	0.08546
586.0000	0.08445
585.0000	0.08554
584.0000	0.08549
583.0000	0.0847
582.0000	0.08488
581.0000	0.08571
580.0000	0.08558
579.0000	0.08526
578.0000	0.08538
577.0000	0.08512
576.0000	0.08481
575.0000	0.0865
574.0000	0.08597
573.0000	0.08719
572.0000	0.08658
571.0000	0.08707
570.0000	0.08743
569.0000	0.08886
568.0000	0.08831
567.0000	0.08792
566.0000	0.08952
565.0000	0.08946
564.0000	0.09011
563.0000	0.09148
562.0000	0.09129
561.0000	0.09325
560.0000	0.09442
559.0000	0.0942
558.0000	0.0977
557.0000	0.0985
556.0000	0.09939
555.0000	0.10195
554.0000	0.10484
553.0000	0.10752
552.0000	0.1105
551.0000	0.11386
550.0000	0.11782
549.0000	0.12154
548.0000	0.12715
547.0000	0.13199
546.0000	0.13747
545.0000	0.14407
544.0000	0.15073
543.0000	0.1571
542.0000	0.16486
541.0000	0.17271
540.0000	0.18113
539.0000	0.19001
538.0000	0.19799
537.0000	0.20604
536.0000	0.21453
535.0000	0.22193
534.0000	0.22965
533.0000	0.23624
532.0000	0.24203
531.0000	0.24543
530.0000	0.25064
529.0000	0.25356
528.0000	0.2554
527.0000	0.25634
526.0000	0.25668
525.0000	0.255
524.0000	0.25251
523.0000	0.24974
522.0000	0.24609
521.0000	0.24229
520.0000	0.23872
519.0000	0.23261
518.0000	0.22723
517.0000	0.22264
516.0000	0.21626
515.0000	0.21142
514.0000	0.2057
513.0000	0.20108
512.0000	0.1953
511.0000	0.19025
510.0000	0.18686
509.0000	0.1824
508.0000	0.17926
507.0000	0.1755
506.0000	0.17218
505.0000	0.17006
504.0000	0.16752
503.0000	0.16518
502.0000	0.16271
501.0000	0.16191
500.0000	0.15905
499.0000	0.15865
498.0000	0.15774
497.0000	0.15595
496.0000	0.15579
495.0000	0.1535
494.0000	0.1535
493.0000	0.15092
492.0000	0.15025
491.0000	0.14942
490.0000	0.14795
489.0000	0.14547
488.0000	0.14552
487.0000	0.14361
486.0000	0.1408
485.0000	0.13982
484.0000	0.13682
483.0000	0.13458
482.0000	0.13301
481.0000	0.13178
480.0000	0.13014
479.0000	0.12874
478.0000	0.12651
477.0000	0.12495
476.0000	0.1239
475.0000	0.12234
474.0000	0.12107
473.0000	0.11928
472.0000	0.11858
471.0000	0.11801
470.0000	0.11729
469.0000	0.11701
468.0000	0.1148
467.0000	0.11555
466.0000	0.11417
465.0000	0.1135
464.0000	0.11362
463.0000	0.11306
462.0000	0.11176
461.0000	0.11255
460.0000	0.11259
459.0000	0.11151
458.0000	0.11139
457.0000	0.11049
456.0000	0.11129
455.0000	0.11101
454.0000	0.11088
453.0000	0.10968
452.0000	0.11
451.0000	0.11041
450.0000	0.11056
449.0000	0.11044
448.0000	0.10916
447.0000	0.11072
446.0000	0.11078
445.0000	0.10971
444.0000	0.11056
443.0000	0.11095
442.0000	0.11109
441.0000	0.10863
440.0000	0.11158
439.0000	0.11136
438.0000	0.10898
437.0000	0.11191
436.0000	0.11312
435.0000	0.11036
434.0000	0.11125
433.0000	0.11288
432.0000	0.11263
431.0000	0.11321
430.0000	0.11228
429.0000	0.11341
428.0000	0.11221
427.0000	0.11248
426.0000	0.115
425.0000	0.11552
424.0000	0.11598
423.0000	0.11556
422.0000	0.11552
421.0000	0.11553
420.0000	0.11821
419.0000	0.11902
418.0000	0.11879
417.0000	0.11916
416.0000	0.11796
415.0000	0.1185
414.0000	0.12022
413.0000	0.1206
412.0000	0.12042
411.0000	0.1211
410.0000	0.12213
409.0000	0.12204
408.0000	0.12496
407.0000	0.12401
406.0000	0.12371
405.0000	0.12694
404.0000	0.12563
403.0000	0.12659
402.0000	0.12704
401.0000	0.12809
400.0000	0.1271
