TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	125/04/09
TIME	11:26:28
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
1.00000
0.00001
FIRSTX	600.0000
LASTX	400.0000
NPOINTS	201
FIRSTY	0.08270
MAXY	0.29048
MINY	0.08212
600.0000	0.0827
599.0000	0.08212
598.0000	0.08311
597.0000	0.08246
596.0000	0.08296
595.0000	0.08343
594.0000	0.08354
593.0000	0.08261
592.0000	0.08314
591.0000	0.08339
590.0000	0.08294
589.0000	0.08403
588.0000	0.08336
587.0000	0.08393
586.0000	0.08405
585.0000	0.084
584.0000	0.08418
583.0000	0.0835
582.0000	0.08414
581.0000	0.08386
580.0000	0.08451
579.0000	0.08416
578.0000	0.0836
577.0000	0.08407
576.0000	0.08294
575.0000	0.08461
574.0000	0.08373
573.0000	0.08506
572.0000	0.08506
571.0000	0.08561
570.0000	0.08573
569.0000	0.08716
568.0000	0.08737
567.0000	0.0874
566.0000	0.08802
565.0000	0.08855
564.0000	0.08916
563.0000	0.0905
562.0000	0.09108
561.0000	0.0918
560.0000	0.09429
559.0000	0.09571
558.0000	0.09779
557.0000	0.09915
556.0000	0.10141
555.0000	0.10294
554.0000	0.10718
553.0000	0.10964
552.0000	0.11434
551.0000	0.11784
550.0000	0.12268
549.0000	0.12728
548.0000	0.13336
547.0000	0.14049
546.0000	0.14656
545.0000	0.15465
544.0000	0.16148
543.0000	0.17123
542.0000	0.17972
541.0000	0.18936
540.0000	0.19968
539.0000	0.20873
538.0000	0.21974
537.0000	0.23
536.0000	0.23965
535.0000	0.24876
534.0000	0.2583
533.0000	0.26602
532.0000	0.27384
531.0000	0.28004
530.0000	0.28438
529.0000	0.28842
528.0000	0.29025
527.0000	0.29032
526.0000	0.29048
525.0000	0.28968
524.0000	0.28621
523.0000	0.28298
522.0000	0.27873
521.0000	0.27264
520.0000	0.26768
519.0000	0.25885
518.0000	0.25261
517.0000	0.24693
516.0000	0.23834
515.0000	0.23165
514.0000	0.22671
513.0000	0.21996
512.0000	0.2142
511.0000	0.20715
510.0000	0.2023
509.0000	0.19698
508.0000	0.1925
507.0000	0.18887
506.0000	0.18432
505.0000	0.18102
504.0000	0.17808
503.0000	0.17468
502.0000	0.1721
501.0000	0.17083
500.0000	0.16882
499.0000	0.16648
498.0000	0.16517
497.0000	0.1642
496.0000	0.1631
495.0000	0.16172
494.0000	0.16015
493.0000	0.15758
492.0000	0.15713
491.0000	0.15474
490.0000	0.15271
489.0000	0.15087
488.0000	0.1495
487.0000	0.14695
486.0000	0.14399
485.0000	0.14223
484.0000	0.13907
483.0000	0.13685
482.0000	0.13576
481.0000	0.13198
480.0000	0.12972
479.0000	0.12809
478.0000	0.12553
477.0000	0.12375
476.0000	0.12214
475.0000	0.12098
474.0000	0.11857
473.0000	0.11631
472.0000	0.11554
471.0000	0.11525
470.0000	0.11229
469.0000	0.11293
468.0000	0.11072
467.0000	0.11034
466.0000	0.10938
465.0000	0.10839
464.0000	0.10871
463.0000	0.10799
462.0000	0.10702
461.0000	0.10655
460.0000	0.10733
459.0000	0.10587
458.0000	0.10563
457.0000	0.10486
456.0000	0.1049
455.0000	0.10469
454.0000	0.10336
453.0000	0.10214
452.0000	0.10267
451.0000	0.10289
450.0000	0.1028
449.0000	0.10163
448.0000	0.10135
447.0000	0.10281
446.0000	0.10204
445.0000	0.10174
444.0000	0.10137
443.0000	0.10092
442.0000	0.1009
441.0000	0.09989
440.0000	0.10162
439.0000	0.10275
438.0000	0.10018
437.0000	0.1017
436.0000	0.10233
435.0000	0.10128
434.0000	0.10117
433.0000	0.10333
432.0000	0.1016
431.0000	0.10239
430.0000	0.10177
429.0000	0.10346
428.0000	0.10219
427.0000	0.10234
426.0000	0.10486
425.0000	0.10573
424.0000	0.10383
423.0000	0.10465
422.0000	0.10339
421.0000	0.10581
420.0000	0.10579
419.0000	0.10854
418.0000	0.10804
417.0000	0.10814
416.0000	0.10759
415.0000	0.10823
414.0000	0.10885
413.0000	0.10903
412.0000	0.11061
411.0000	0.11065
410.0000	0.11158
409.0000	0.11166
408.0000	0.11375
407.0000	0.11263
406.0000	0.11359
405.0000	0.11505
404.0000	0.11549
403.0000	0.1154
402.0000	0.11646
401.0000	0.1169
400.0000	0.11581
